"","Name",""
"mmu:320277","Spef2","3.28314727381645"
"mmu:100041724","Gm15217","3.28314727381645"
"mmu:12045","Bcl2a1b","3.28314727381645"
"mmu:628324","S100a2","3.28314727381645"
"mmu:210583","Gm4767","3.28314727381645"
"mmu:56533","Rgs17","3.28313232047576"
"mmu:20339","Sele","3.28313232047576"
"mmu:66260","Tmem54","3.28313232047576"
"mmu:213011","Zfp583","3.28313232047576"
"mmu:13612","Edil3","3.28313232047576"
"mmu:67557","Larp6","3.28313232047576"
"mmu:319184","Hist1h2bk","3.28313232047576"
"mmu:20849","Stat4","3.28313232047576"
"mmu:71897","Lypd6b","3.28313188474334"
"mmu:16636","Klra5","3.28224177092381"
"mmu:170835","Inpp5j","3.28224177092381"
"mmu:319164","Hist1h2ac","3.28224177092381"
"mmu:382221","Gm1141","3.28224177092381"
"mmu:50928","Klrg1","3.27065460237571"
"mmu:18667","Pgr","3.27065460237571"
"mmu:216049","Zfp365","3.27065460237571"
"mmu:751864","Gm9733","3.26853816878522"
"mmu:13175","Dclk1","3.26631219848961"
"mmu:329942","Csmd2","3.26631219848961"
"mmu:77974","Rdh12","3.25817237240476"
"mmu:20269","Scn3a","3.25817237240476"
"mmu:140494","Atp6v0a4","3.25369570306779"
"mmu:98365","Slamf9","3.24019335564932"
"mmu:102436","Lars2","3.23349014274874"
"mmu:93879","Pcdhb8","3.23094765854715"
"mmu:625424","Gm6583","3.20866182437497"
"mmu:23890","Gpr34","3.20756862543283"
"mmu:107605","Rdh1","3.20563092120692"
"mmu:21673","Dntt","3.19563948905545"
"mmu:75458","Cklf","3.18658246783057"
"mmu:52882","Rgs7bp","3.15188099017488"
"mmu:58175","Rgs20","3.14597826220023"
"mmu:17480","Mpl","3.14597826220023"
"mmu:15569","Elavl2","3.14597826220023"
"mmu:75437","1700006E09Rik","3.14597826220023"
"mmu:74978","Lrriq1","3.14597826220023"
"mmu:69286","Glipr1l1","3.14597826220023"
"mmu:54377","Cacng4","3.14597826220023"
"mmu:170930","Sumo2","3.14597826220023"
"mmu:21689","Tekt1","3.14597826220023"
"mmu:18126","Nos2","3.14597826220023"
"mmu:104886","Rab15","3.14597826220023"
"mmu:78243","9230112D13Rik","3.14597826220023"
"mmu:20389","Sftpc","3.14597826220023"
"mmu:239556","Cacna1i","3.14597826220023"
"mmu:57248","Ly6i","3.14597826220023"
"mmu:71828","Gtf2a1l","3.14597826220023"
"mmu:100503895","Tpsab1","3.14597826220023"
"mmu:18719","Pip5k1b","3.14597826220023"
"mmu:69384","Tmem89","3.14597826220023"
"mmu:170484","Nphs2","3.14597826220023"
"mmu:66977","Nuf2","3.14597826220023"
"mmu:13013","Cst9","3.14597826220023"
"mmu:83398","Ndst3","3.14597826220023"
"mmu:75718","Vwa5b1","3.14597826220023"
"mmu:69655","Cd164l2","3.14597826220023"
"mmu:79455","Pdcl2","3.14597826220023"
"mmu:74409","Hyal6","3.14597826220023"
"mmu:320590","Svopl","3.14597826220023"
"mmu:56619","Clec4e","3.14597826220023"
"mmu:114875","Plcz1","3.14597826220023"
"mmu:381853","Gipr","3.14597826220023"
"mmu:50722","Dkkl1","3.14597826220023"
"mmu:244239","Gm498","3.14597826220023"
"mmu:109904","Mcf2","3.14597826220023"
"mmu:11497","Adam3","3.14597826220023"
"mmu:20295","Ccl17","3.14597826220023"
"mmu:72236","Tsnaxip1","3.14597826220023"
"mmu:319586","Celf5","3.14597826220023"
"mmu:20306","Ccl7","3.14597826220023"
"mmu:17279","Melk","3.14597826220023"
"mmu:17286","Meox2","3.14597826220023"
"mmu:399549","H2-M10.6","3.14597826220023"
"mmu:70911","Phyhipl","3.14597826220023"
"mmu:242891","Cct8l1","3.14597826220023"
"mmu:384619","Ccdc155","3.14597826220023"
"mmu:277353","Tcfl5","3.14597826220023"
"mmu:66772","Asb17","3.14597826220023"
"mmu:12813","Col10a1","3.14597826220023"
"mmu:73344","1700034J05Rik","3.14597826220023"
"mmu:66338","Cdrt4","3.14597826220023"
"mmu:333315","Frem3","3.14597826220023"
"mmu:240239","Gpr151","3.14597826220023"
"mmu:16522","Kcnj6","3.14597826220023"
"mmu:65079","Rtn4r","3.14597826220023"
"mmu:329972","Spata21","3.14597826220023"
"mmu:73710","Tubb2b","3.14597826220023"
"mmu:15192","Hdgfl1","3.14597826220023"
"mmu:239318","Plcxd3","3.14597826220023"
"mmu:215332","Slc36a3","3.14597826220023"
"mmu:213272","Txndc2","3.14597826220023"
"mmu:21892","Tll1","3.14597826220023"
"mmu:74230","1700016K19Rik","3.14597826220023"
"mmu:269063","Ms4a5","3.14597826220023"
"mmu:258405","Olfr1420","3.14597826220023"
"mmu:21957","Tnnt3","3.14597826220023"
"mmu:442827","Rab44","3.14597826220023"
"mmu:240873","Tnfsf18","3.14597826220023"
"mmu:224291","Csnka2ip","3.14597826220023"
"mmu:15202","Hemt1","3.14597826220023"
"mmu:546840","Ldlrad1","3.14597826220023"
"mmu:102954","Nudt10","3.14597826220023"
"mmu:73381","Cmtm2a","3.14597826220023"
"mmu:546134","Gramd2","3.14597826220023"
"mmu:73297","1700034I23Rik","3.14597826220023"
"mmu:619332","4933416C03Rik","3.14597826220023"
"mmu:241489","Pde11a","3.14597826220023"
"mmu:628779","Hs3st4","3.14597826220023"
"mmu:666528","Zfp541","3.14597826220023"
"mmu:435376","Atp6ap1l","3.14597826220023"
"mmu:666806","Gm8300","3.14597826220023"
"mmu:100504285","Abhd12b","3.14597826220023"
"mmu:100503422","Gm19684","3.14597826220023"
"mmu:270049","Galntl6","3.14597826220023"
"mmu:100038597","A130057D12Rik","3.14597826220023"
"mmu:75497","Fabp12","3.14596328387443"
"mmu:11832","Aqp7","3.14596328387443"
"mmu:75533","Nme5","3.14596328387443"
