Sample,ND_Veh_1,ND_Veh_2,ND_Veh_3,ND_Veh_4,HFD_Veh_1,HFD_Veh_2,HFD_Veh_3,HFD_Veh_4,HFD_Tx_1,HFD_Tx_2,HFD_Tx_3,HFD_Tx_4,Bsl_1,Bsl_2,Bsl_3,Bsl_4
taurine,"235,416,384","176,408,672","245,796,448","156,106,384","224,196,000","231,454,384","183,946,688","313,761,984","230,544,064","195,796,944","200,188,000","189,709,360","164,224,400","136,077,408","132,755,120","188,894,928"
tauro-beta-muricholate,"2,288,926","1,184,172","1,061,093","568,866","5,224,295","1,602,485","3,602,232","3,606,624","2,752,435","3,360,853","10,321,685","2,720,977","7,238,567","1,252,413","832,695","1,179,543"
taurochenodeoxycholate,"436,700","74,220","83,196","19,787","344,043","85,157","304,111","435,329","306,028","518,822","852,677","296,451","433,243","99,284","57,906","94,343"
taurocholate,"6,323,448","1,725,889","1,684,236","451,883","4,326,280","605,526","2,902,812","6,074,728","2,750,668","3,684,453","10,824,475","1,968,051","15,678,410","1,690,449","1,149,068","1,689,925"
taurodeoxycholate,"5,465,394","1,539,559","1,408,209","236,456","4,211,812","527,100","2,450,742","2,311,632","2,735,267","2,015,567","4,432,374","1,656,502","6,259,274","767,885","535,647","944,097"
taurohyodeoxycholic acid,"314,209","128,457","125,696",,"682,947","85,003","548,027","450,806","1,188,963","1,493,887","1,892,097","547,412","426,458","125,406","83,598","52,898"
tauroursodeoxycholate,"372,714","182,613","231,737","44,934","610,928","327,754","715,801","684,242","397,245","462,911","748,915","400,252","298,785",,,"56,365"
tetradecanedioate,"374,853","360,757","344,710","234,243","948,625","655,064","1,012,229","657,940","998,009","717,719","779,802","996,774","322,096","374,589","609,737","464,496"
thiamin (Vitamin B1),"1,467,794","897,395","1,220,731","708,250","1,313,717","1,490,136","1,849,831","1,425,279","1,192,799","1,858,191","1,695,224","1,350,388","740,742","196,506","820,251","2,135,025"
threonate,"340,775,872","325,087,264","388,951,392","421,057,408","395,180,640","446,927,424","420,815,232","490,581,120","309,173,984","319,158,784","316,638,240","270,074,304","323,316,704","297,108,896","250,382,784","433,093,696"
threonine,"838,541,056","831,309,440","811,134,272","658,338,944","756,653,056","1,152,471,808","1,305,467,776","1,093,189,376","1,602,150,400","1,317,132,032","1,356,557,184","1,730,832,256","611,008,192","483,964,256","392,887,296","724,288,512"
thromboxane B2,"973,252","524,501","1,270,117","958,377","1,209,884","1,680,193","837,650","1,695,840","1,442,718","766,272","1,124,894","819,764","704,033","168,373","117,963","37,464"
thymidine,"3,728,118","3,097,336","2,942,736","2,801,628","3,784,490","3,524,641","3,528,094","2,602,114","2,803,710","2,934,354","3,165,128","3,075,008","3,538,251","3,103,975","2,852,162","4,628,516"
thymine,"1,802,991","1,496,887","1,501,058","1,462,492","1,840,546","1,546,544","2,054,047","1,840,447","1,151,217","1,270,249","1,422,881","1,437,526","1,723,560","1,805,373","1,414,118","2,345,215"
thyroxine,"212,885","149,775","188,435","139,013","126,709","94,707","119,435","134,042","98,749","69,045","77,123","107,244","161,346","143,726","172,843","181,193"
tigloylglycine,"3,992,799","2,010,955","5,245,142","2,878,104","6,389,229","3,025,528","3,534,185","3,434,312","2,494,192","2,539,399","2,359,304","2,133,046","1,964,458","1,245,430","1,159,537","3,257,847"
tiglylcarnitine,"450,048","445,944","399,196","513,343","609,841","760,965","821,989","622,708","602,438","796,924","760,376","595,361","341,221","280,291","330,574","385,386"
trans-4-hydroxyproline,"199,259,856","158,848,160","130,250,032","154,149,680","124,100,432","141,567,536","147,761,824","236,533,616","149,686,848","123,179,904","155,182,240","293,285,280","224,662,384","195,044,352","171,881,408","326,812,096"
trans-urocanate,"219,340","209,180","362,444","504,313","570,010","467,339","334,275","200,082","425,679","262,055","224,180","315,977","1,761,868","2,607,758","3,116,027","1,578,971"
tricarballylate,"2,786,168","1,822,713","3,475,400","2,245,163","1,315,987","455,769","682,574","2,524,590","642,356","759,240","917,676","423,984","275,329","293,537","187,497","607,353"
tricosanoyl sphingomyelin (d18:1/23:0)*,"20,506,864","21,163,628","19,775,586","21,729,152","29,266,184","32,463,370","27,008,736","24,998,796","19,793,412","23,275,188","22,922,592","19,973,288","18,010,020","13,823,142","15,703,760","19,968,358"
trigonelline (N'-methylnicotinate),"235,028,432","184,565,568","155,269,184","108,359,672","11,772,900","2,924,051","2,125,732","7,901,090","7,203,778","3,147,784","5,142,884","899,791","76,939,296","130,652,344","105,877,296","182,888,160"
trimethylamine N-oxide,"60,759,760","22,777,720","33,116,978","27,486,336","6,216,255","3,135,312","8,778,458","3,093,648","3,434,553","9,799,654","5,514,871","9,032,172","25,473,708","45,850,532","29,127,220","50,342,884"
tryptophan,"2,632,871,424","2,160,031,232","2,610,528,256","2,297,796,864","2,564,043,520","2,630,255,872","2,509,766,144","2,192,155,392","2,612,382,464","2,465,066,752","2,656,971,520","2,450,972,928","2,171,406,336","1,822,567,936","1,726,344,704","2,117,510,400"
tyrosine,"707,936,384","470,410,144","504,150,336","434,381,184","467,926,400","679,523,520","764,323,456","737,332,928","603,880,832","783,230,016","743,440,768","739,253,760","461,022,080","330,740,960","298,130,336","481,792,896"
uracil,"14,254,915","9,414,326","13,099,948","8,623,496","13,921,291","11,446,932","9,151,935","24,362,340","11,595,691","7,954,897","10,556,075","11,527,440","8,504,467","4,737,166","4,189,686","10,493,581"
urate,"119,848,160","73,755,840","128,874,312","119,667,264","123,466,216","123,261,504","95,072,776","98,384,936","75,699,504","83,390,464","77,776,128","77,332,048","55,975,356","50,514,600","43,329,692","81,057,536"
urea,"931,542,208","850,141,824","906,642,624","871,357,824","917,755,456","1,249,566,208","1,439,753,088","935,476,864","1,190,559,616","1,364,866,432","1,245,612,544","1,168,137,728","529,492,992","505,980,864","455,809,888","679,598,656"
uridine,"27,586,568","17,342,444","22,396,764","17,538,762","29,437,796","21,208,570","18,877,900","31,112,644","26,990,672","23,314,628","21,229,868","21,048,240","13,462,019","12,242,725","9,840,223","14,984,980"
valerylglycine,"3,533,868","2,127,320","6,041,738","4,804,807","6,509,009","2,892,043","2,276,967","2,334,786","2,359,720","3,875,925","2,017,535","1,791,994","727,168","786,543","734,270","1,558,780"
valine,"2,144,178,176","1,988,492,928","2,077,983,360","1,439,173,248","1,856,867,072","2,684,660,992","2,516,777,216","2,140,111,360","3,110,553,088","2,086,128,384","2,037,976,192","3,143,763,456","1,106,439,296","758,921,728","656,434,560","1,214,344,832"
xanthine,"101,512",,"19,293","15,953","38,221",,,"124,173","25,594,236","158,904","27,329",,"47,558","67,649,184","40,466","59,450,408"
xanthosine,"7,991,869","1,330,795","3,954,559","5,404,902","5,394,084","3,993,543","4,635,700","1,278,979","2,780,402","1,665,323","2,698,577","1,705,450","982,239","1,937,441","471,864","3,144,811"
xanthurenate,"97,722","80,171","136,982","194,462","254,259","433,317","390,281","115,200","196,324","304,483","212,479","230,637","102,239","65,252","66,976","92,777"
