Sample,Class,"1,2-dilinoleoyl-GPC (18:2/18:2)","1,2-dioleoyl-GPC (18:1/18:1)*","1,2-dioleoyl-GPE (18:1/18:1)","1,2-dipalmitoyl-GPC (16:0/16:0)","1,2-distearoyl-GPC (18:0/18:0)","1,5-anhydroglucitol (1,5-AG)",1-(1-enyl-oleoyl)-GPE (P-18:1)*,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*,1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*,1-(1-enyl-palmitoyl)-2-linoleoyl-GPE (P-16:0/18:2)*,1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,1-(1-enyl-palmitoyl)-2-oleoyl-GPE (P-16:0/18:1)*,1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16:0/16:1)*,1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,1-(1-enyl-palmitoyl)-GPC (P-16:0)*,1-(1-enyl-palmitoyl)-GPE (P-16:0)*,1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18:0/20:4)*,1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18:0/18:2)*,1-(1-enyl-stearoyl)-2-oleoyl-GPE (P-18:0/18:1),1-(1-enyl-stearoyl)-GPE (P-18:0)*,1-(3-aminopropyl)-2-pyrrolidone,1-arachidonoyl-GPA (20:4),1-arachidonoyl-GPC (20:4)*,1-arachidonoyl-GPE (20:4)*,1-arachidonoyl-GPI (20:4)*,1-arachidonylglycerol (20:4),1-dihomo-linolenylglycerol (20:3),1-dihomo-linoleoylglycerol (20:2),1-docosahexaenoylglycerol (22:6),1-lignoceroyl-GPC (24:0),1-linolenoyl-GPC (18:3)*,1-linolenoylglycerol (18:3),1-linoleoyl-2-arachidonoyl-GPC (18:2/20:4)*,1-linoleoyl-GPA (18:2)*,1-linoleoyl-GPC (18:2),1-linoleoyl-GPE (18:2)*,1-linoleoyl-GPI (18:2)*,1-linoleoyl-GPS (18:2)*,1-linoleoylglycerol (18:2),1-methylguanidine,1-methylhistidine,1-methylimidazoleacetate,1-methylnicotinamide,1-oleoyl-2-linoleoyl-glycerol (18:1/18:2),1-oleoyl-2-linoleoyl-GPC (18:1/18:2)*,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,1-oleoyl-3-linoleoyl-glycerol (18:1/18:2),1-oleoyl-GPC (18:1),1-oleoyl-GPE (18:1),1-oleoyl-GPG (18:1)*,1-oleoyl-GPI (18:1)*,1-oleoylglycerol (18:1),1-palmitoleoyl-2-linoleoyl-GPC (16:1/18:2)*,1-palmitoleoyl-2-oleoyl-glycerol (16:1/18:1)*,1-palmitoleoyl-3-oleoyl-glycerol (16:1/18:1)*,1-palmitoleoyl-GPC (16:1)*,1-palmitoleoylglycerol (16:1)*,1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4),1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*,1-palmitoyl-2-linoleoyl-glycerol (16:0/18:2)*,1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),1-palmitoyl-2-linoleoyl-GPE (16:0/18:2),1-palmitoyl-2-oleoyl-GPC (16:0/18:1),1-palmitoyl-2-oleoyl-GPE (16:0/18:1),1-palmitoyl-2-palmitoleoyl-GPC (16:0/16:1)*,1-palmitoyl-2-stearoyl-GPC (16:0/18:0),1-palmitoyl-3-linoleoyl-glycerol (16:0/18:2)*,1-palmitoyl-GPA (16:0),1-palmitoyl-GPC (16:0),1-palmitoyl-GPE (16:0),1-palmitoyl-GPG (16:0)*,1-palmitoyl-GPI (16:0)*,1-palmitoylglycerol (16:0),1-stearoyl-2-arachidonoyl-GPC (18:0/20:4),1-stearoyl-2-arachidonoyl-GPE (18:0/20:4),1-stearoyl-2-arachidonoyl-GPI (18:0/20:4),1-stearoyl-2-linoleoyl-GPC (18:0/18:2)*,1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*,1-stearoyl-2-oleoyl-GPC (18:0/18:1),1-stearoyl-2-oleoyl-GPE (18:0/18:1),1-stearoyl-GPC (18:0),1-stearoyl-GPE (18:0),1-stearoyl-GPI (18:0),1-stearoyl-GPS (18:0)*,10-heptadecenoate (17:1n7),10-nonadecenoate (19:1n9),10-undecenoate (11:1n1),"12,13-DiHOME",12-HEPE,12-HETE,13-HODE + 9-HODE,14-HDoHE/17-HDoHE,15-methylpalmitate,16-hydroxypalmitate,17-methylstearate,1H-quinolin-2-one,2'-deoxycytidine,2'-deoxyuridine,"2,3-dihydroxyisovalerate",2-aminoadipate,2-aminobutyrate,2-aminoheptanoate,2-aminooctanoate,2-aminophenol sulfate,2-hydroxy-3-methylvalerate,2-hydroxyadipate,2-hydroxybutyrate/2-hydroxyisobutyrate,2-hydroxydecanoate,2-hydroxyglutarate,2-hydroxyhippurate (salicylurate),2-hydroxyoctanoate,2-hydroxypalmitate,2-hydroxyphenylacetate,2-hydroxystearate,2-linoleoylglycerol (18:2),2-methylbutyrylcarnitine (C5),2-methylbutyrylglycine,2-methylcitrate/homocitrate,2-methylmalonyl carnitine,2-oleoylglycerol (18:1),2-oxindole-3-acetate,2-oxoadipate,2-palmitoleoyl-GPC (16:1)*,2-palmitoleoylglycerol (16:1)*,2-palmitoyl-GPC (16:0)*,2-palmitoylglycerol (16:0),2-piperidinone,2-stearoyl-GPE (18:0)*,"3,4-methyleneheptanoate","3,4-methyleneheptanoylcarnitine",3-(3-hydroxyphenyl)propionate sulfate,3-(4-hydroxyphenyl)lactate,3-aminoisobutyrate,3-hydroxy-2-ethylpropionate,3-hydroxy-3-methylglutarate,3-hydroxybutyrate (BHBA),3-hydroxybutyrylcarnitine (1),3-hydroxybutyrylcarnitine (2),3-hydroxydecanoate,3-hydroxyisobutyrate,3-hydroxylaurate,3-hydroxymyristate,3-hydroxyoctanoate,3-hydroxyphenylacetate sulfate,3-hydroxypyridine sulfate,3-hydroxysebacate,3-hydroxystearate,3-indoxyl sulfate,3-methoxytyrosine,3-methyl-2-oxobutyrate,3-methyl-2-oxovalerate,3-methylglutaconate,3-methylhistidine,3-phenylpropionate (hydrocinnamate),3-phosphoglycerate,3-ureidopropionate,4-acetamidobutanoate,4-ethylphenol glucuronide,4-ethylphenylsulfate,4-guanidinobutanoate,4-hydroxybutyrate (GHB),4-hydroxycinnamate,4-hydroxycinnamate sulfate,4-hydroxyhippurate,4-hydroxyphenylpyruvate,4-imidazoleacetate,4-methyl-2-oxopentanoate,4-methylcatechol sulfate,4-vinylphenol sulfate,5-dodecenoate (12:1n7),5-hydroxyhexanoate,5-hydroxyindoleacetate,5-hydroxylysine,5-methyl-2'-deoxycytidine,5-methylcytidine,5-methylthioadenosine (MTA),5-methyluridine (ribothymidine),5-oxoproline,6-oxopiperidine-2-carboxylic acid,7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca),7-hydroxycholesterol (alpha or beta),7-ketodeoxycholate,7-methylguanine,"9,10-DiHOME",acetylcarnitine,aconitate [cis or trans],adenine,adenosine,adenosine 5'-monophosphate (AMP),adipoylcarnitine,adrenate (22:4n6),alanine,allantoic acid,allantoin,alpha-hydroxyisocaproate,alpha-hydroxyisovalerate,alpha-ketobutyrate,alpha-ketoglutarate,alpha-muricholate,alpha-tocopherol,anserine,anthranilate,arabitol/xylitol,arabonate/xylonate,arachidate (20:0),arachidonate (20:4n6),arginine,argininosuccinate,ascorbate (Vitamin C),asparagine,aspartate,azelate (nonanedioate),behenoyl sphingomyelin (d18:1/22:0)*,beta-alanine,beta-hydroxyisovaleroylcarnitine,beta-muricholate,beta-sitosterol,betaine,"bilirubin (E,E)*","bilirubin (E,Z or Z,E)*","bilirubin (Z,Z)",biliverdin,biotin,butyrylcarnitine,butyrylglycine,C-glycosyltryptophan,campesterol,caprate (10:0),caprylate (8:0),carnitine,carnosine,catechol sulfate,cholate,cholesterol,choline,choline phosphate,cinnamoylglycine,cis-4-decenoyl carnitine,cis-urocanate,citrate,citrulline,corticosterone,creatine,creatine phosphate,creatinine,cysteine,cysteine s-sulfate,cysteine-glutathione disulfide,cystine,cytidine,cytidine 5'-monophosphate (5'-CMP),cytosine,daidzein,daidzein sulfate (2),decanoylcarnitine,deoxycarnitine,deoxycholate,dihomo-linoleate (20:2n6),dihomo-linolenate (20:3n3 or n6),dihydrobiopterin,dimethyl sulfone,dimethylarginine (SDMA + ADMA),dimethylglycine,docosadienoate (22:2n6),docosahexaenoate (DHA; 22:6n3),docosapentaenoate (n3 DPA; 22:5n3),docosapentaenoate (n6 DPA; 22:5n6),docosatrienoate (22:3n3),dodecanedioate,eicosanodioate,eicosapentaenoate (EPA; 20:5n3),eicosenoate (20:1),equol glucuronide,equol sulfate,ergothioneine,erucate (22:1n9),erythritol,erythronate*,ethyl glucuronide,ethylmalonate,ferulic acid 4-sulfate,flavin adenine dinucleotide (FAD),fructose,fumarate,galactonate,gamma-aminobutyrate (GABA),gamma-glutamyl-epsilon-lysine,gamma-glutamylalanine,gamma-glutamylglutamate,gamma-glutamylglutamine,gamma-glutamylglycine,gamma-glutamylhistidine,gamma-glutamylisoleucine*,gamma-glutamylleucine,gamma-glutamylmethionine,gamma-glutamylphenylalanine,gamma-glutamylthreonine*,gamma-glutamyltryptophan,gamma-glutamyltyrosine,gamma-glutamylvaline,gamma-tocopherol/beta-tocopherol,gluconate,glucose,glucuronate,glutamate,glutamine,glutarate (pentanedioate),glutarylcarnitine (C5),"glutathione, oxidized (GSSG)",glycerate,glycerol,glycerol 3-phosphate,glycerophosphoethanolamine,glycerophosphoglycerol,glycerophosphoinositol*,glycerophosphorylcholine (GPC),glycine,glycosyl-N-palmitoyl-sphingosine,glycosyl-N-stearoyl-sphingosine,glycylvaline,guanidinoacetate,guanosine,guanosine 5'- monophosphate (5'-GMP),gulonic acid*,heme,heptanoyl glycine,hexadecanedioate,hexanoylcarnitine,hexanoylglycine,hippurate,histamine,histidine,homoarginine,homocitrulline,homogentisate,homostachydrine*,hypotaurine,hypoxanthine,imidazole lactate,imidazole propionate,indole-3-carboxylic acid,indoleacetate,indoleacrylate,indolelactate,indolepropionate,indolin-2-one,inosine,isobutyrylcarnitine,isobutyrylglycine,isocitrate,isoleucine,isovalerylcarnitine,isovalerylglycine,kynurenate,kynurenine,lactate,lactosyl-N-palmitoyl-sphingosine,laurate (12:0),laurylcarnitine,leucine,linoleate (18:2n6),linolenate [alpha or gamma; (18:3n3 or 6)],linoleoylcarnitine*,lysine,malate,maleate,malonate,malonylcarnitine,mannitol/sorbitol,mannose,margarate (17:0),mead acid (20:3n9),methionine,methionine sulfone,methionine sulfoxide,methyl glucopyranoside (alpha + beta),methyl indole-3-acetate,methylmalonate (MMA),methylsuccinate,mevalonate,mevalonolactone,myo-inositol,myristate (14:0),myristoleate (14:1n5),myristoleoylcarnitine*,myristoylcarnitine,N-acetyl-1-methylhistidine*,N-acetyl-3-methylhistidine*,N-acetyl-aspartyl-glutamate (NAAG),N-acetyl-beta-alanine,N-acetylalanine,N-acetylarginine,N-acetylasparagine,N-acetylaspartate (NAA),N-acetylcarnosine,N-acetylcitrulline,N-acetylglutamate,N-acetylglutamine,N-acetylglycine,N-acetylhistidine,N-acetylisoleucine,N-acetylkynurenine (2),N-acetylleucine,N-acetylmethionine,N-acetylneuraminate,N-acetylphenylalanine,N-acetylproline,N-acetylputrescine,N-acetylpyrraline,N-acetylserine,N-acetyltaurine,N-acetylthreonine,N-acetyltryptophan,N-acetyltyrosine,N-acetylvaline,N-alpha-acetylornithine,N-delta-acetylornithine,N-formylmethionine,N-glycolylneuraminate,N-methylalanine,N-methylpipecolate,N-methylproline,N-monomethylarginine,N-octanoylglycine,N-palmitoyl-sphinganine (d18:0/16:0),N-palmitoyl-sphingosine (d18:1/16:0),N-palmitoyltaurine,N-stearoyltaurine,N1-Methyl-2-pyridone-5-carboxamide,N1-methyladenosine,"N2,N2-dimethylguanosine","N2,N5-diacetylornithine","N2,N6-diacetyllysine","N6,N6,N6-trimethyllysine",N6-acetyllysine,N6-carbamoylthreonyladenosine,N6-carboxymethyllysine,N6-succinyladenosine,nicotinamide,nicotinamide riboside,nicotinate ribonucleoside,nonadecanoate (19:0),O-methylcatechol sulfate,O-sulfo-L-tyrosine,octadecanedioate,octanoylcarnitine,oleate/vaccenate (18:1),oleoyl ethanolamide,oleoylcarnitine,ophthalmate,ornithine,orotate,orotidine,oxalate (ethanedioate),p-cresol sulfate,p-cresol-glucuronide*,palmitate (16:0),palmitoleate (16:1n7),palmitoyl dihydrosphingomyelin (d18:0/16:0)*,palmitoyl ethanolamide,palmitoyl sphingomyelin (d18:1/16:0),palmitoylcarnitine,palmitoylcholine,pantothenate,pentadecanoate (15:0),phenol sulfate,phenylacetate,phenylacetylglycine,phenylalanine,phenyllactate (PLA),phenylpropionylglycine,phenylpyruvate,phosphate,phosphoenolpyruvate (PEP),phosphoethanolamine,picolinate,pipecolate,pro-hydroxy-pro,proline,prolylglycine,propionylcarnitine,propionylglycine,pseudouridine,pyridoxal,pyridoxate,pyroglutamine*,pyrraline,pyruvate,quinolinate,retinol (Vitamin A),ribitol,riboflavin (Vitamin B2),ribonate,ribose,S-(3-hydroxypropyl)mercapturic acid (HPMA),S-1-pyrroline-5-carboxylate,S-adenosylhomocysteine (SAH),S-methylcysteine,S-methylglutathione,S-methylmethionine,salicylate,sarcosine (N-Methylglycine),sebacate (decanedioate),serine,serotonin,spermidine,sphinganine,sphinganine-1-phosphate,"sphingomyelin (d18:1/14:0, d16:1/16:0)*","sphingomyelin (d18:1/15:0, d16:1/17:0)*","sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)","sphingomyelin (d18:1/18:1, d18:2/18:0)","sphingomyelin (d18:1/20:0, d16:1/22:0)*","sphingomyelin (d18:1/20:1, d18:2/20:0)*","sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*","sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*","sphingomyelin (d18:1/24:1, d18:2/24:0)*","sphingomyelin (d18:2/16:0, d18:1/16:1)*","sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*","sphingomyelin (d18:2/24:1, d18:1/24:2)*",sphingosine,sphingosine 1-phosphate,stachydrine,stearate (18:0),stearidonate (18:4n3),stearoyl ethanolamide,stearoyl sphingomyelin (d18:1/18:0),stearoylcarnitine,suberate (octanedioate),succinate,sucrose,sulfate*,tartarate,tartronate (hydroxymalonate),taurine,tauro-beta-muricholate,taurochenodeoxycholate,taurocholate,taurodeoxycholate,taurohyodeoxycholic acid,tauroursodeoxycholate,tetradecanedioate,thiamin (Vitamin B1),threonate,threonine,thromboxane B2,thymidine,thymine,thyroxine,tigloylglycine,tiglylcarnitine,trans-4-hydroxyproline,trans-urocanate,tricarballylate,tricosanoyl sphingomyelin (d18:1/23:0)*,trigonelline (N'-methylnicotinate),trimethylamine N-oxide,tryptophan,tyrosine,uracil,urate,urea,uridine,valerylglycine,valine,xanthine,xanthosine,xanthurenate
ND_Veh_1,ND_Veh,279265568,57170084,683489,85371152,6241768,73087648,2319599,15436051,15015307,11655689,3326802,2636825,1355135,,3597893,2908015,4537829,19023248,6523087,808124,1448703,2809253,489059,583447296,80505872,31248318,894846,423754,240914,200200,6092484,27875362,1297917,108917888,1326124,1702860416,63421404,5340990,639785,54088976,304739,375078368,8159710,4565743,19029564,298401344,4546971,26493482,573868800,14715983,755636,,31180352,161008560,301445,477552,112785104,2442242,1155043968,9236907,6042134,2527972352,9467566,936572672,1634214,29244482,36617572,11059787,214725,2402988800,27169122,,1505289,7094071,909708160,24941572,11620329,1809441024,20301948,211718400,1659623,1474663680,32719460,4019820,293733,42025132,15397310,367093,2638298,40317172,678244160,13223986,52363836,14138033,8842616,5641772,3215406,28165590,1470804,1271349,7922449,64905912,4097441,782102,1018300,2272450,,25859222,1227179,20187168,146727,481375,20315430,919371,7953197,5127506,3636653,263299,472298,173542,3086380,1300120,2824169,4229455,664724,202746448,1019451,1992904,5353153,,1124278,285743,9462973,725858,683929,15799442,55318500,5541462,9894491,3768550,14735959,4868621,5892148,2545544,40045,300499,103994,3551927,24760572,1587446,4583905,13493781,366607,46104812,2138557,235305,50085696,7318448,4886269,43926336,14281816,4082013,842100,104172,256186,2871778,5096562,8590216,715891,8664099,2830909,,1545493,7194921,2956569,168226,6450158,135827,27037250,929585,1637234,319309,21987,187101,1208811,2147244800,25478874,1594418,496673,469852,929943,45387576,1184504832,1316130,42931096,1574850,9982266,,139577312,6446,473413216,1368085,3631719,1226834,10945782,50887600,613655360,2132130432,6941328,21227236,390401696,191439872,1206284,133927056,69282464,11347347,278337,1498911,1712456320,187619,454594,537101,2271150,156751,119843880,4397527,212047,5101745,5135124,1150681,1422646016,17570652,8867768,,249047808,1570292352,33028840,4530689,7165873,1300609,206214848,624073984,1293025,2212955392,316859,250318960,2933136,190337,89232992,464456,180706256,1133707,470404,1000484,2747679,5757807,72841120,1142335,86538504,85411504,1918611,557956992,121940744,76394040,4795225,511256800,69837128,30265766,4233130,190842,354494,68957928,154164528,1509864,40838452,1739798,14599421,913684,79908736,,12591879,793944,105101,11774710,16842812,4266615,4739916,20185636,26220316,2487352,141265536,50790944,22354000,13831619,39119600,34564376,15539936,6649339,2186444,8352058,47452744,206542,1754477,970839488,4348285,937298624,5091106304,4835816,1137442,34562244,48182296,9212279,43730160,1619505,308351,175477,1247280128,321723264,10668463,944813,5965139,34770048,,,94090928,10002903,252293,654357,10278375,14302968,18621644,1829777,31042584,5634801,4119497,495282,59357232,1244552,,26865332,557161,127742,280220,347592,5791740,4481528,889709,915099,24152682,83258,2302639,3205791232,9113347,5086142,495759,28509756,1081713920,261419,34139288,10030326,2743356160,4048214528,561169024,51389864,2412385536,115185408,647032,1579344,582925,12352486,12437809,74768816,20330056,1711575680,700082,27703262,47832156,386567,10945754,2583929,1443928,1692476,7220045,341800000,39818064,22686478,28590744,3376195,374371,777739,380198,9717335,7164341,13912718,940387,77755,333034,6852625,38501652,11803283,19107644,1056867,3906584,6833549,4928248,6009053,4416575,1060978,780906,89369,11048425,4790823,3438358,3470045,1481807,372021,1631132,4752850,3400232,2789651,1126834,1702111,8001964,13486962,1353825,1503115,5748812,222622,231979,57626436,8207660,955575,390209,223009,96943368,161865,538157,3832394,124175,80064640,302437,17718612,21884776,54445,473699,456996,6609564,3195715072,1670816,102777888,196359,1401411712,27902692,1115108,18034194,33953040,3065439,4546534400,941240000,8560460,2379895,147351312,139519680,3481202,89207032,62987296,44510448,,34703432,2850600704,678654,3112799,432431,137116128,266005,1170888,3911337,508427584,32940338,1382243072,10662260,126207064,518194,8476054,5774677,5010354,12536871,655141,27402020,430417,58517608,671425,898610,3929766,1336006,760851,1433643,206683,111089,1331926,31872978,12728021,5091993,169260,21709168,452433984,6240797,1635650,3537697,4162849,13532786,2378009,4214395,11658354,3808268,8984303,67401488,240697728,56595656,21899460,85220072,5284793,1225178,613623104,2115204096,15803290,2129082,21517700,29439292,448912,313420160,921671,142059952,,757166,235416384,2288926,436700,6323448,5465394,314209,372714,374853,1467794,340775872,838541056,973252,3728118,1802991,212885,3992799,450048,199259856,219340,2786168,20506864,235028432,60759760,2632871424,707936384,14254915,119848160,931542208,27586568,3533868,2144178176,101512,7991869,97722
ND_Veh_2,ND_Veh,296465792,71839144,963765,80011464,5552510,67467424,1766130,12136107,11997336,9126249,2677143,2204831,1101533,151830,3009321,2535825,4008655,14871595,5775788,550057,1105245,1749671,540610,517366784,86205088,23314640,1080609,371214,256968,315963,5506528,26609804,1429007,105267672,1280688,1674774656,80500680,4572085,371351,51628960,,362132800,7889239,6579845,33203316,318622784,7016042,41085424,608566016,19927772,709018,789512,40632996,205160864,877568,505152,137542304,2290490,1087336576,11427734,9688387,2504005888,14189039,1035144448,2305640,32279136,35804956,14912714,293675,2409180672,31153942,206239,1717284,8719183,832853888,31010090,11065574,1853174656,29263972,236636224,1979947,1430656256,38322980,5451349,199074,37703640,11457901,300627,1369381,29404842,436474144,13214857,31589012,13151128,3178816,4216770,2101327,28426180,972151,551667,5683831,61829940,4561030,695467,664933,1440541,508686,19873472,971408,18327168,126156,369491,15204146,1435225,7076120,5393766,2724210,108861,440014,,3383489,1466348,1706477,4841834,,188009264,,6400199,5981384,1365113,546355,405597,7918700,795999,673179,14203162,20126080,1965697,6577504,2505484,6197821,2944355,3216571,1383537,29201,105258,76150,2156003,30970820,1371478,3874735,10792438,335169,57956016,1017373,191756,24954588,6465448,4354201,38218788,19724672,3524270,396497,86542,189733,1749296,3487547,7708359,358900,5902021,1448230,,1189768,5370618,2577661,159477,5354515,86373,24412420,1080669,1094158,,210700,140371,898940,1376985856,14347085,1755448,169804,373277,592790,50953956,1151136768,1131832,32185320,1059588,7507863,,108900024,,404802496,1653628,3857692,1192655,8524664,34217296,624363456,2030283136,4995284,6654149,372776416,144872912,864686,117994728,53960800,7353787,805313,1386589,1526902528,69325,,230965,3119781,229965,135563024,3024890,165224,5156732,4521892,,1419193088,22035612,4886595,,240319984,1429281024,29922334,2574267,4461109,605882,121080384,657182080,1147024,2214963712,421511,193118512,2567264,193904,87499608,1499884,126310816,606074,448843,819823,2060938,2961686,43360476,1509030,62586200,81519200,1504967,793698240,105570176,61323720,3029218,387556000,54998068,26155148,2155286,164137,292873,70667376,124898504,1137726,27439716,2295975,9589849,827569,71080672,32681,8298036,713143,62495,12272012,13267636,2643872,2723480,26443902,20528780,1483538,129347464,35098720,17340632,10871712,33795232,24432796,15619666,5482697,1348429,4397656,37763860,306910,1598344,916448704,4706921,597487680,5668545024,3219432,742842,41735020,34704372,7403153,38155608,1701211,354787,137760,1286874752,265334320,9263047,694841,5307202,25439564,,,60169928,29947652,213236,597732,7082318,5697997,12624334,1480406,36718960,5464579,3098971,247875,44972180,1206580,,19021958,1810285,78997,166022,300756,6854680,3271835,2832058,22050,16099363,40789,1633519,2928618496,7614088,3455923,364093,26400732,975372992,149115,26801588,5009540,2457218048,3504918016,506092128,32912304,2456233472,85819304,476677,1661891,849869,13788856,10677513,55905396,18164028,1331719552,785393,40354636,46662680,579873,12823332,1799891,926850,2218569,5075504,226114304,26271432,9957427,17619398,2993953,445311,1290603,368180,7946739,7296253,12350754,681074,87664,334119,7502655,26269760,6701410,17802286,728214,3390102,4607177,2572806,8648393,4424045,1431831,910600,83420,8442854,2899251,2301462,2765078,786562,243596,1196783,4829325,2280322,3526120,1092998,,10676291,13273920,361594,2169706,6710609,,123090,56567308,6856342,798371,292440,236503,99849976,161915,367661,4242527,76656,95697536,122885,4097365,17867498,26957,456438,,3700077,2707565312,1180865,65838624,372598,1578284288,24260830,1030458,17993838,58230028,5384604,3968365312,836923008,7014002,1352412,125099288,116148000,7893304,60291272,54119128,66599760,,65520876,2824082944,534980,2714418,298557,137008240,245286,758447,3871992,449776448,20243660,1225117440,8340629,58019348,213639,7084304,12839326,2958206,12495777,629315,37979544,482131,45796940,615652,1224084,2865698,772077,520564,1360626,128530,74728,1583337,26039288,8893529,2143100,126885,18471376,325844672,6351823,2007948,3087973,3888910,13687835,1764701,3395258,10774597,3388131,8392381,64395320,229502848,51144772,21861988,77882752,5954010,1149237,493972800,1763810816,13040942,2060083,15030870,24087948,372461,257313056,403867,113730768,,636128,176408672,1184172,74220,1725889,1539559,128457,182613,360757,897395,325087264,831309440,524501,3097336,1496887,149775,2010955,445944,158848160,209180,1822713,21163628,184565568,22777720,2160031232,470410144,9414326,73755840,850141824,17342444,2127320,1988492928,,1330795,80171
