external_gene_name	log2FoldChange.HFVeh_vs_NormVeh	padj.HFVeh_vs_NormVeh
S100a13	-1.07708598165176	0.0408516252719278
Dctpp1	-1.39096752977839	0.0020342266245315
Dhrs7b	-1.09545340603501	0.0286456510805347
Zfyve1	0.742595832277213	0.032897827144187
Garem	1.12413707679569	0.00413363423933123
Selk	-1.25630914983138	0.00205857224881704
Dpm3	-1.02063886812057	0.0457333123011425
Nrep	-0.950223701230049	0.0172487362965823
Tmem18	-1.00596500560274	0.021121430686012
Tuba1c	-1.96359399008879	0.000929708809831904
Pgp	-0.945872272471437	0.0254389194626138
Fam221b	-1.13237540076293	0.0168294758969432
Fam25c	-1.20946728785039	0.02108563315037
Pde12	0.738691745900119	0.0496275232031825
Ptpn11	0.607550312688863	0.0485296443279328
Mrpl50	-0.843232115662562	0.0319555178760429
S100a1	-1.17732482854222	1.41877367444123e-05
Fam109a	-1.04693744369093	0.00488464685678231
Foxo1	0.842411748697039	0.00306626525101754
Sptssa	-0.89989096958433	0.0354479925808561
Zfp507	1.2576500084159	0.0283026154420615
Swi5	-0.809632801321688	0.0474223298028387
Gemin7	-0.97887224872991	0.0140414741894834
Abca6	0.83301760771115	0.0242553534283241
Uqcrq	-1.21916658449352	0.0105833975130326
Arhgef37	1.69255719760253	0.000592757809748937
Saysd1	-0.920096671720002	0.041057927517554
Hs6st1	0.833024912598949	0.0064308705349587
Zfp574	0.805642579988758	0.026386950489588
Morn2	-1.67244060883134	0.0168294758969432
Rtn4rl1	-0.898357592199505	0.04240829270101
Col27a1	2.06923473729483	0.0243228878110799
Lrtm1	1.25878152872177	0.00799518746404987
Zfp36l2	1.5068975401865	0.00400784196832523
Lyrm2	-1.3135199012727	0.0388674252100431
Clec14a	-0.979530989927184	0.0493409819779725
Slc25a51	1.06332368123333	0.000370210325043799
Eif4g1	0.978194599194445	0.0024640985924251
Otulin	-0.956731068174214	0.00974254217131216
Rpl27a	-1.20325014214176	0.00510301610811036
Rbp1	-1.01769965559623	0.0487751674955995
Lyrm4	-0.859489985099957	0.0268153140453771
Mrps7	-0.820338670418336	0.0175439249107229
Fam83h	0.839187379185655	0.025849661057411
Ppp1r3b	0.89986458815888	0.0151203670156835
Spata2	0.967537981988849	0.013366117414086
Zfp445	1.2927317354873	0.0204855986260161
Rnf31	1.22749083913471	0.0188893121441027
Khnyn	1.20380237376202	0.00213975033225292
Emc6	-0.707291767270681	0.0346177153441267
Dynlrb1	-1.0092584646883	0.00419443455610188
Inhbe	0.954633052590568	0.0258673035343195
A430005L14Rik	-1.55881181625838	0.00400784196832523
Bola2	-1.37416066692179	0.012868296458707
Sned1	1.52636594588871	0.0185859650355672
Coa7	-0.918861012930519	0.0421922411532296
Pdp2	0.81176391821312	0.0171703187296574
Tob2	1.06747094330777	0.0028070616232282
Foxo3	1.08693026730717	0.000799020070754962
Gm8186	-1.19496400313615	0.0168294758969432
Smcr8	0.712840378441272	0.0332328123518238
Tmsb4x	-0.83291740183844	0.023241121426342
Glt1d1	0.906678645774983	0.00796503893824429
Gm9843	-1.03606045932893	0.0249743306670044
Fam118b	-1.28893171538214	0.0245883662009621
Maml1	1.20887118332404	0.00335712814942996
Ftl1	-0.84054799694814	0.0243648956747487
Commd1	-0.857240335085021	0.0405674655252597
Vamp7	-1.13154126334863	0.0388674252100431
Crebzf	1.04240443453183	0.0359637914798978
Mafg	0.828597266069929	0.00252056267130155
Rps19bp1	-1.05728625585325	0.0319555178760429
Trim32	1.01845065102283	0.023810952846293
Smim11	-0.980485768832676	0.0295822095340694
Klf13	0.826228590255695	0.0325247362361477
Dock8	0.908714263301287	0.0143385780640425
Ppap2c	-0.802928777371125	0.0426536019163255
A1cf	1.263191849714	0.00617912624704306
Rap1b	-1.0012688383301	0.0358705730884036
Jun	1.59810468261081	0.000481136343315796
Junb	1.50530609920211	0.000209539107876063
Ctif	1.03544570954191	0.00397892873381124
Socs3	1.50822903810089	0.000799020070754962
Sec61b	-1.19845005623025	0.00508032054049934
Mapk14	0.602894922031798	0.0332328123518238
Lipg	1.41624753493822	0.0164920070432501
Lgals4	1.46824005250384	0.0318154202176991
Ndst1	0.7746342764832	0.0486413499076643
1810037I17Rik	-1.34557987956036	0.00719890780235606
Spcs3	-0.994636053802124	0.00962833057026471
Atpif1	-1.29128077562787	0.0381135113324234
Ugt2b5	-1.08612771035031	0.000119767771689015
Actn4	0.952214330012573	0.0028495971642879
Ep300	0.956866294509026	0.0358705730884036
Commd5	-1.00178205879797	0.0251640728913622
Nfic	0.83250334752354	0.0488450181974869
Cgrrf1	-0.919009906751739	0.0199353965155795
Tead1	1.56109286046194	0.00400784196832523
Tns1	1.18600331409696	0.00281926584421833
Pprc1	0.877558035378584	0.0320401265885235
Ces2a	-1.18823921920302	0.000306095102378397
Per2	1.34667928496967	0.000421450450394339
Cyp3a11	-4.20091880262796	4.86284341831352e-55
St3gal5	0.739076133465495	0.0441687392958928
Foxk1	1.25117063452966	0.00252056267130155
Nfil3	1.41132649507491	0.00144811048648452
Commd7	-1.12080230476272	0.0136650683349965
Npm1	-1.05053149732564	0.00678202697634914
Dtnbp1	-1.01676551200311	0.0319555178760429
Gapdh	1.5999384160226	0.0139438541001881
Rpl32	-1.05870090423122	0.02108563315037
Palld	1.98059381183667	1.98435254276496e-05
Gstm1	-1.3454515754787	0.00170868937028495
Mrps14	-0.918068451221393	0.0117055359201322
Dhcr7	-0.965541246454049	0.00857848990749096
Fcer1g	-1.0700110097245	0.0204855986260161
Vwa8	0.60943361486751	0.026386950489588
Eno1b	1.07948762146994	0.0496675827890219
Sept9	0.676010949722938	0.0485682951322799
Zc3h4	1.08641205559481	0.0478994519324136
Plg	0.562593058470613	0.0335290596469246
Flot1	-0.962973992071909	0.0486413499076643
Ndufs8	-0.862273020855348	0.0249935147052614
Rps26-ps1	-0.971930685709032	0.0493409819779725
Mug1	1.40902766417139	3.91114111043534e-06
Kif13b	1.62788402957558	0.0129604625313094
Pop5	-0.994862901079072	0.026386950489588
Ap2a1	1.08501638136451	0.00938830730101237
Pla2g16	-1.17058355918221	0.0389969712023139
Zbtb40	0.97469993345501	0.040681693783244
Copz1	-0.692695909715286	0.02902160890329
Gm10094	-0.878749356589975	0.0424477068657075
Maml3	2.22889832068896	0.00120407758216013
Fnip2	0.881602068868243	0.0346119842223053
H2-K1	-0.561925931858962	0.0413369390822025
Cyp3a59	-2.3539437947621	1.41877367444123e-05
Kalrn	0.981262582648173	0.00180035610151687
Ugt2b38	-1.84896795298571	0.00328051826277207
Ces1e	-0.89829167685292	0.037290928478903
Rai1	1.02580396100989	0.00808580629209017
Rapgef2	1.0276604729355	0.0487751674955995
Arf2	-0.907879910372969	0.034620738507978
2310039H08Rik	-0.970689339759662	0.00942616366376018
Cyp2c67	-0.993122409495672	0.0146205490325844
Cebpzos	-1.49934275901404	0.0281692521634489
Ufc1	-0.7662625330278	0.0185420630642175
Slc39a4	-1.15061328133882	0.00425844190782013
Bcl9l	1.16666204797818	0.00981166013826579
Tmed5	-0.950730720087095	0.0185420630642175
Ddo	0.950327406498239	0.00938830730101237
Rps15	-1.05483643235505	0.0356779631235274
Zkscan7	1.45893002179987	0.00780259954611306
Glyat	-0.812955148639431	0.0168294758969432
Gm8730	-1.08344972412086	0.0390346441567251
Uqcrh	-1.16796032720637	0.0275224746329844
Srrm4	1.343278735185	0.0175439249107229
Brpf3	0.892993539386908	0.0268153140453771
Gm10146	-2.03978236117196	0.0496915754033497
Cyp4a12a	-2.54454733284718	1.57510157998786e-13
Cyp4a10	-1.9066337265624	0.000501724874508782
Mup3	-0.829673210756718	0.00666690163328307
Numa1	0.901709527229289	0.0370508802266138
Rdh11	-1.47817655461871	0.00120407758216013
4931406P16Rik	1.42822798395429	0.0080231839075095
Zbtb16	2.38105321477324	1.51141441444248e-14
Zfp810	-1.3856577494961	0.0457333123011425
Slc22a7	0.754029500321487	0.027640886849921
H2-Q10	-0.963638493126154	0.0117671408889367
Ppp1r3c	1.08971649827673	0.0080494017247733
Ndufaf2	-1.24875313678953	0.0277808149768296
Lgals1	-1.2766376156738	0.0457333123011425
Apol9b	-1.00042897732479	0.0282425342944678
Chrac1	-1.07191010120324	0.00335712814942996
Gm10250	-1.25808781019423	1.69124795121785e-05
Sars	-0.647566502592701	0.0413369390822025
Cry2	0.775075239654723	0.0229804053985279
Gstm6	-1.28153749902836	1.12088996957788e-05
Adgrv1	1.67254930426757	0.00358182249739606
Gm5096	1.4134159458258	1.36141809359536e-06
Gm4950	-1.12201201565967	0.0329942298835917
Chchd2	-1.6104171316932	0.00216715357503338
Ptges3	-1.09813746575567	0.0080494017247733
Nr2c2ap	-1.14023170940751	0.0242553534283241
Gm4799	-0.933846602323759	0.0369518986568987
Akr1c19	-1.1833835620091	0.000750377627984506
Uqcc3	-0.9581616429656	0.0388674252100431
Tmem28	1.93204891448962	0.00362882667830261
Zhx2	0.949625436337546	0.02257069088697
Ang	-0.76327517513975	0.0269344436618024
Klf12	1.70376289579354	0.0177536890574878
Ptrh2	-0.923182538320438	0.0175439249107229
Slfn2	-1.14455662916478	0.0212726025591949
Ugt3a1	0.911006099982074	0.0465824269606275
Vma21	-0.825107575815154	0.0165634162051222
C4b	1.08218218730918	9.42141018438658e-06
Myeov2	-1.28894184597182	0.0337094334593274
Hspe1	-1.22057224912306	0.0175439249107229
Klhl21	0.875314170260414	0.0016306682588138
Mup11	-1.40121871554014	0.000109457279964509
Rpl13a	-1.12358254445311	0.00892317488293807
Sdhaf1	-1.3242703832334	0.0102559121240124
Ceacam1	0.919461679506446	0.0254726707899334
Apoc4	-1.14506269437444	0.0256428196697624
Clec4g	-1.12228581724731	0.0123981930553623
Mafb	1.0205832035302	0.02108563315037
Eif2s2	-0.7997305664904	0.044566806365289
Thbd	1.85126031486005	0.00182611812467773
Gm561	-1.0626776015666	0.02902160890329
Itpa	-1.49783672660113	0.000595782314774105
Cyp2c68	-1.14765292178456	0.00376394892878881
Commd6	-1.10070060032091	0.0163559409388672
Cyp2d37-ps	1.37798954780283	0.0165796392794806
Ywhaq	-1.06805297107677	0.00913671482011269
Psme2b	-0.807994339972271	0.0345333194628318
Gm2000	-1.50688020877899	0.00228730377336801
Smim1	-1.43243339154259	0.0405674655252597
Ddi2	0.680824451790701	0.0424347004189975
Bnip3	-0.998775186909984	0.0106554867069644
1110065P20Rik	-1.50411836003689	0.0104037006355084
Igtp	-0.898281376076198	0.00252056267130155
Ifi47	-1.01270314930309	0.00163670888410862
Ak6	-1.05458967712977	0.0376916171958946
Fastkd5	-1.18494228098959	0.0168294758969432
Arpc4	-0.991660027412511	0.0185859650355672
Med12	1.4397839439405	0.0136138757465083
Tceb1	-0.911333537465063	0.027640886849921
Fdx1l	-1.06251568184453	0.0486413499076643
Gm11273	-1.09031135693988	0.0201894860228717
Wipf3	1.05696940364265	0.023241121426342
Lamtor5	-1.21151142743024	0.00600177337311371
Ugt1a1	0.667425821389041	0.0121621734665237
Ier3ip1	-1.13319061021131	0.0143821784834825
Galnt4	0.737769943638251	0.0489746620845632
Ugt1a7c	-1.66117228525763	0.0117055359201322
Ugt1a6b	0.933650665474009	0.0138111053561076
Ugt1a9	-1.64374244113519	0.000341522367711104
A930033H14Rik	1.48397904844915	0.0319555178760429
Hspa1b	1.20234312230265	0.0350067922037624
Gm6665	-1.09039599584757	0.000628420383779619
Gm5549	-1.54850386532827	0.0230289782082043
Ube2d2a	-1.20374891708416	0.0159097793347825
Gm10320	-1.69599465578262	0.000270671061474999
Hmgcs1	-1.00118179316344	0.0282270422746545
Zfp870	-0.880064887547893	0.0486413499076643
Smlr1	-1.01817118666831	0.0241495799800431
Gm7694	1.14226372062422	0.0069569254274899
Mrpl33	-1.26678789587728	0.02257069088697
