external_gene_name	log2FoldChange.HFVeh_vs_NormVeh	padj.HFVeh_vs_NormVeh
Mettl7b	-0.666090554010648	0.0218580528773679
Aatk	0.996212668384173	0.0356779631235274
Mbd6	0.940812768369568	0.0487751674955995
Ttc4	-0.858560389327254	0.0369518986568987
Usp33	1.26993913069913	0.0318533589032332
Clns1a	-0.820632591386967	0.0416876002741425
Urah	-0.654743872303275	0.0474151879936485
Taldo1	-0.715655839004085	0.0107723317331364
Chid1	-0.773131831064935	0.049868216277735
Rpl14	-1.02281093355556	0.0102336913860779
Lypla1	-0.940882589336654	0.0103768683690713
Tram1	-1.10515421654031	0.000370210325043799
Raph1	0.758512986377385	0.0388674252100431
Il1r1	0.984949743733165	0.0278912937366776
Rev1	1.38370731735318	0.0446369600432469
Asnsd1	-1.24589048222421	0.00423644498516815
Ormdl1	-1.26312560322784	0.0134343024667331
Stat1	-0.890964214515247	0.00680878285749887
Tmem131	1.09940501508813	0.00502935412297579
Rnf25	-0.989854544843444	0.0117432690561492
Fn1	0.840038772891146	0.0059716864083488
Zfand2b	-0.913539744700899	0.0218704561948488
Pde6d	-1.13204276533844	0.0191682174615294
Serpine2	1.02428757361686	0.0478738226451056
Mterf4	-0.999611322955495	0.0278438381572091
Dtymk	-1.1819281074327	0.0168294758969432
Rab17	-0.999116100672573	0.0449236815057751
Acmsd	-1.14109923797322	0.00591698678158226
Dbi	-1.36974707456487	0.000777033850698531
Pfkfb2	1.02830908214639	0.0322827156874032
Tmem9	-1.01768225761702	0.0477116438609959
Pigr	0.838672321997667	0.00413363423933123
Slc45a3	1.25717373637106	0.00100608692179007
Rgs16	2.24393325737749	2.27121232638086e-08
Tfb2m	1.07765298266203	0.0231461850951327
Srp9	-1.01821913318605	0.00603726562164637
Apcs	-1.71698501586821	0.000399870848906563
F5	0.901389098952489	0.0104939625641987
Esrrg	2.15220033206944	0.00133726742090843
Mgst3	-1.29742061308451	0.0181724349885815
Pfkfb3	1.59440527896189	0.00192579358731496
Zbtb43	0.819235158787886	0.0332399899954129
Abl1	0.837329732394803	0.0465824269606275
Ntmt1	-1.11870564808829	0.00427693554905985
Ndufa8	-1.00254246515201	0.00130276157808476
Notch1	1.28709251943346	0.00412683983574344
Tmem141	-1.39068929243812	0.0107723317331364
Abcb11	-0.715255512266113	0.0113652984695861
Timm10	-0.92904034314706	0.0120736516108658
Phospho2	-0.829654437191148	0.0441687392958928
Ola1	-0.931488888589711	0.0311943965066878
Emc4	-0.742722652722084	0.037290928478903
Katnbl1	-1.64948981258007	0.0191553945856933
Nop10	-0.74388488190657	0.0410916234266589
Trim44	0.740116556166963	0.0438372441513039
Pdia3	-0.749166286113538	0.0380703877731815
Mtch2	-0.873695268160619	0.0138111053561076
Slc23a2	1.06810026480214	0.00442079879345679
Ccm2l	1.53533887115968	0.0112400294879244
Pck1	1.14472076154258	0.000501724874508782
Fabp5	-1.84228575364903	0.0144759664987072
Zgpat	0.815097125526698	0.0359637914798978
Serp1	-0.83363923538339	0.0346649395264371
Gstm4	-1.40687859449536	0.000234686868862761
Il6ra	1.09129052224764	0.00480741855005718
Adar	0.892631303117412	0.0475190931946554
Pmvk	-1.20701204483547	0.0138111053561076
Aimp1	-1.13815736307648	0.00448905309745768
Rit1	-0.881368976922593	0.0360265858831748
Mrpl9	-0.738473722303655	0.0487751674955995
Lmo4	-0.868132058905863	0.0345333194628318
Pigo	0.844850642783446	0.0361986001588309
Npr2	1.00270093779357	0.00148504290051413
Clta	-0.80528891684536	0.0388674252100431
Ppap2b	0.760318097626461	0.020543728296736
Slc6a9	1.57039245582619	0.000181219968608888
Fggy	0.933911228226539	0.0245493879523566
Tnfrsf1b	1.13667358797389	0.000119767771689015
Scp2	0.986576849623594	0.00142737907775083
Mfsd2a	1.45316184807755	4.90211328057892e-06
Prdx1	-1.1084463534096	1.40214653536758e-05
Pdzk1ip1	-2.8410690921501	0.00247216652704803
Cda	-1.46278510602474	0.00179557046911005
Extl1	1.43824534882617	0.000223110146952478
Rpa2	-1.06956851553009	0.040811101270718
Fbxo42	0.878971136241908	0.0396470976310823
Errfi1	0.966043664398582	0.000741761642817623
Kmt2e	0.984204189940836	0.0487751674955995
Rer1	-0.824679798937422	0.0232865619541683
Mrpl20	-1.05071359363527	0.0263547657986032
Fosl2	1.38614489705991	0.00938830730101237
Grpel1	-0.849893939780717	0.0369928887970636
Tgfbr3	0.96990551564171	0.0239726782274563
Aff1	0.914562726598915	0.0283026154420615
Rfc5	-1.12062882991859	0.0426536019163255
Cxcl1	1.83186077697823	0.0134297021394551
Pitpnm2	0.893013054304513	0.048264178571784
Diablo	-0.798796067246295	0.0424477068657075
Aldh2	0.621687534373598	0.0153694431997063
Vps29	-1.07983768053357	0.00502935412297579
Atp2a2	0.811110628564398	0.0237711358006411
Mrpl1	-0.809485088980689	0.044848713497463
Psmg3	-0.904295483631216	0.0413369390822025
Hnf1a	1.29154177239498	0.00255603211804464
Ftsj2	-0.985305507981431	0.0239726782274563
Sdsl	-1.31695978193735	0.0103870485035007
Rita1	-1.11080465212082	0.0415213351472235
Cyp3a25	-1.09928934672932	0.000829276284182746
Pomp	-0.93962630805872	0.0388674252100431
C8b	-0.713205468970947	0.00840282011124905
Hsph1	0.870802197424463	0.0477850403731986
Zkscan1	0.849711130385341	0.0474151879936485
Hibadh	-0.764579438244954	0.00488464685678231
Tmem176b	-0.936688942182992	0.0104457924633183
Dfna5	-1.27372341624197	0.00558364797267791
Osbpl3	2.06445320423292	0.0101481568173262
Nat8	-1.36210637526662	0.0170096364917864
Pole4	-1.39489437031475	0.0138111053561076
Cnbp	-0.773726475113448	0.00740976379142383
Frmd4b	0.86865336801118	0.014872421220094
Bhlhe40	1.06574717112311	0.00130252841504921
Plxnd1	1.05051066457561	0.0156710070054266
Mug2	0.984251664304937	0.00137097838013487
Clec2d	-1.01012829387748	0.0222952607571924
Dusp16	0.791417551881812	0.02902160890329
Dera	-0.778718476243581	0.0353173528846252
Plekha5	1.22185801276653	0.02902160890329
Vgll4	0.733008967194215	0.0242553534283241
Pzp	0.686581574781445	0.0432271813062608
Clec2h	-2.44402005154181	2.4076766169475e-05
2200002D01Rik	-1.2124510616077	0.0465824269606275
Mrpl46	-1.20305882044803	0.0361044016595706
1110004F10Rik	-1.15003599161363	0.00434206975136263
Cyp2r1	-1.53614335074141	0.000714167813828287
Fchsd2	0.905003917690849	0.0203592976571954
Nsmce1	-1.26173442633665	0.0407520845885804
Prss8	-1.46555701165838	0.00690172016711574
Bag3	0.916818016659948	0.00603726562164637
Tacc2	1.9663860977586	0.000379006403799845
Acsm3	0.946823295853052	0.00507245388495615
Lhpp	-1.24908599805934	0.000239879771921975
Zranb1	-0.638527271251393	0.0365408541395637
Akip1	-1.01987087288258	0.00314877217944907
Cox7b	-0.984797008705205	0.0410916234266589
Cetn2	-0.964625898332907	0.0237880637719948
Nsdhl	-1.45468866651531	0.0046560425715693
Haus7	-1.20091263886156	0.0241495799800431
Hcfc1	0.866564074164846	0.0328246071915601
Atp11a	0.989212580806956	0.0477850403731986
Tnks	1.2678054504189	0.0265461537089047
Kat6a	1.01771529196693	0.0278912937366776
Ido2	0.808570610732982	0.011896318631717
Tenm3	1.41244445361912	0.00228730377336801
Msmo1	-1.09413471768038	0.00558364797267791
Irf2	1.00313097468896	0.00347720915009106
Klkb1	-0.945688963505128	0.0383667920489074
Sall1	1.11919121560731	0.00645170519834653
Rbl2	0.817518631900302	0.0230297050825166
Nudt7	-0.925045902175194	0.00942616366376018
Arl2bp	-1.20327778933145	0.0175289781714781
Jak3	1.43393924409973	0.00457089622428336
Cox4i1	-1.02158120567698	0.0361587055420278
Gse1	1.07773883067535	0.0287852197995376
Hsd17b2	-1.03843698504207	0.000295620130888604
Dctn1	1.0785398382541	0.0106207004393927
Fam96b	-1.22255649139106	0.0170379580123072
Smpd3	1.48007762175924	0.00421417616058515
Sc5d	-0.671441485262931	0.0457333123011425
Rexo2	-0.725969239070763	0.0231135443734084
Pts	-1.02387908814525	0.00746929152013671
Apoc3	-0.969384278743717	0.0228612912906895
Bace1	0.663841959226273	0.0485296443279328
Ddx6	0.676047520291578	0.0424477068657075
Tmed1	-1.1116820052224	0.0351751550465679
Dock6	1.10647745381084	0.0186579464350576
Rp9	-0.874571954273659	0.0117055359201322
Imp3	-0.769198684612113	0.0168294758969432
Tmem30a	-0.767578939444903	0.021121430686012
Gsta4	-1.24687396316757	0.00120407758216013
Tmed3	-1.02074433411302	0.0476991641555396
Spg21	-1.00177419389071	0.0177536890574878
Rpl4	-0.875716578745407	0.0416876002741425
Me1	-1.89558148711986	0.0268103272252829
Nme6	-1.61498272803825	0.000455655274281015
Trib1	0.797654481550748	0.02902160890329
Rpsa	-1.33530997580385	0.02108563315037
Deb1	-1.30394488927276	0.00419579425429862
Amotl2	1.37786026490264	0.000426661688730266
Trak1	0.8508081809996	0.0477116438609959
Ip6k2	1.11984059036344	0.00328051826277207
Atxn2l	1.15127398544858	0.0338725968588381
Prorsd1	-0.988988561474013	0.0457067322357195
Kank1	1.02855642903456	0.000683640266753819
Gng11	-1.42162994170417	0.049868216277735
Micall1	0.96294059874741	0.0350067922037624
Atg9a	0.86818717428744	0.0327140716034717
Atp1a1	0.981388350712246	0.000595782314774105
Ptprf	0.82786893144142	0.00926919837609771
Gstt2	-0.978780618933852	0.00826620390557133
Kdm4a	0.762455342283199	0.0283026154420615
Atp6v0b	-1.22897633232801	0.00508032054049934
Mcee	-0.896359395275803	0.0188687779359196
Map3k13	1.77280006649601	0.00087533596227743
Pdpr	0.991474485533943	0.0139438541001881
Gadd45gip1	-1.1356019358061	0.00943140097652853
Mrpl15	-0.927350420512879	0.0297463492445987
Cfhr2	-1.2993683823425	0.000645167368531361
Ndufb7	-0.99383367957176	0.0226007458796455
Brk1	-1.00990161396632	0.0245333195758779
Slc16a2	0.861050791369103	0.00488464685678231
Ccs	-0.778655879399615	0.0138111053561076
Sik3	0.775868007962862	0.0193331339754212
Cipc	0.636173199091627	0.0382981457949677
Irf2bpl	0.980326164567908	0.00405315090680379
Mrps17	-0.726613121831993	0.033247747006188
Nek9	0.652867099696647	0.044566806365289
Gtf2h5	-1.18691130582004	0.00481110334969677
Gcsh	-0.834958135793082	0.0361044016595706
Sec22a	-1.34309135677616	0.00583865707727584
Mad2l1bp	-1.07811677579928	0.0189308798457026
Tmem5	-1.31472577388776	0.000399870848906563
Nagk	-1.08272192213046	0.0196304304227149
Dsg1c	1.24763213846143	0.0138111053561076
B3galt1	1.52625309729139	0.00433008607489384
Acot11	1.96389462367016	5.52786537568918e-06
Fam214a	1.25761248385842	0.00103152587414455
Cobll1	0.826931607121321	0.0388674252100431
Rnf44	0.946000409727108	0.00871939227083419
Mrpl54	-1.25816637122373	0.0104037006355084
Dopey1	1.01233807637102	0.0472988816911092
Lars2	-3.10031373616254	6.39550533838775e-26
Hectd1	0.779981839394815	0.049868216277735
Uchl4	-1.13100672691872	0.0413369390822025
Mia2	0.861310084278514	0.0218580528773679
Nfkbiz	1.52788365100612	0.00206094423172351
Pdzrn3	0.856878513236409	0.049868216277735
1810055G02Rik	0.978325148427096	0.00442079879345679
Cdcp1	1.00525852283038	0.0485296443279328
Eif1	-0.728398121955173	0.048687478978464
Cnot3	1.38576358720454	0.0253951211742357
Sbno2	1.02808487870785	0.0297600886728578
Isg15	-1.23909260414144	0.0165199385368926
Ugt2b35	-1.06015808907884	0.000340771637917701
Pim3	0.814005852296272	0.00228730377336801
Lysmd3	0.969972653434078	0.0275224746329844
Cox8a	-0.878016437694626	0.00912243179911323
Cd276	-1.82702031055407	0.0117055359201322
Acss3	1.8977259933313	0.00458061844200381
Tmem55b	-0.64069361664735	0.0449236815057751
Dock4	0.946815183599925	0.0487751674955995
Rusc2	1.43661576386034	0.000124316447737987
Sugp2	1.27110854351463	0.00958293037374781
Tm6sf2	-0.697941536902662	0.0282415143553363
Ndufa13	-0.960940759938425	0.0361044016595706
Leap2	-1.23761005155717	0.0335349297214168
Skp1a	-0.865881149130131	0.0175439249107229
Commd2	-1.25315017591321	0.0322867230411463
Sbf1	0.910573380377652	0.0246792256866801
Cuedc2	-1.0170728098132	0.0325921229074112
Tubb4b	-0.994901045132792	0.0115289113638479
Dnajc12	-1.31536876682807	0.0375538713553792
Mrpl41	-1.29603006134496	0.0117055359201322
Arhgef26	0.879245876456187	0.0231135443734084
Nxt1	-1.20939604940092	0.0248808050906714
Inhbb	2.56081347273992	0.00335712814942996
Sep15	-1.27531086574327	0.00192579358731496
Ddx1	-0.78308448762643	0.0377279442202982
Cyb561d2	-1.01275179840652	0.0423629124138312
Rsrp1	1.02511252364554	0.0416876002741425
Tmem97	-1.00168477430125	0.00427693554905985
Capn15	1.20535826337292	0.00625985838301748
Nenf	-1.49710849466301	0.0171426829314958
Ppfia1	0.849504498959928	0.0287852197995376
Atg14	0.818295506937243	0.0237456995712446
Nme1	-1.48900990134633	4.06205034812872e-05
Ahdc1	1.06490362683558	0.0350067922037624
Fam222b	1.00550194187584	0.000978857753671207
Mbl1	-1.19302104806581	0.0251587901663375
Phf12	1.16587988860399	0.00979947409131797
N4bp2	1.04506874248192	0.0275224746329844
Stk35	0.993340165456308	0.00614075623165518
H2afz	-1.49660988319677	0.0192682377469705
Dennd4c	1.28720454354719	0.0417467933124705
Rnf144b	0.720951640151208	0.0227818632740518
Snrk	0.674475041246004	0.0470453417134553
Edem2	-0.726725026243483	0.0356333570777954
Trp53inp2	0.787436066063722	0.0176703005841444
Rras	-0.806916285154051	0.0366909065387656
Hdhd3	-1.01573841315695	0.0267933080059668
Nos1ap	2.04187287872752	0.00165724300668523
Pptc7	0.867348194777271	0.0380703877731815
Cep85l	1.76348926474054	0.00508032054049934
Nfe2l1	0.687980335115565	0.0380703877731815
9130409I23Rik	-1.11817464410229	0.0378684127896535
Kdm3b	1.00270676299779	0.025476105890511
Phb	-0.968557704995793	0.0283026154420615
Dido1	1.05759986095395	0.0270048251446983
Timm8b	-1.09174090482039	0.0249468901186539
Anpep	0.654106745328898	0.02902160890329
Nubp2	-0.764568153871501	0.0186629499664723
1110008P14Rik	-1.26749445247639	0.00655126571699736
Ciz1	1.22413782565584	0.0111582963385194
Zfp750	1.29966191980601	0.00962691528145513
Mrpl12	-1.30162149806321	0.0165816936535018
Htatip2	-1.8321149513594	1.36141809359536e-06
Cpeb2	1.22445401620822	0.00087533596227743
Zfp335	1.54802710726923	0.00442079879345679
Mrap	-0.974334349235629	0.0131689749983419
Tbc1d16	0.857074737139346	0.047408442039289
Saa3	-1.75222972428496	0.00577485445239647
Lrp1	0.79407420759354	0.00962691528145513
Slc26a10	1.74737782179672	0.00709784955830529
Gstm2	-1.52496552448249	6.21130962479369e-05
Tmem51	-0.998765292871109	0.049868216277735
Rad54l2	1.1473120239711	0.00406385873784442
Hnrnpul1	0.825134822452973	0.0216370238722299
Ints8	1.37239055267559	0.0392143511836684
Tmem205	-1.01131187828629	0.00942616366376018
Ostc	-0.886339913196244	0.049868216277735
2310036O22Rik	-0.596164441651945	0.0496675827890219
Ttc1	-0.9270220412128	0.0173962380182695
Ssr2	-1.05902227583167	0.01646273991117
Arhgap32	1.14104642284965	0.0239726782274563
Stx3	-1.13401398678573	0.00965495089390282
Rnf123	1.24887134396942	0.00442079879345679
Sepw1	-1.015998308122	0.0190234316509417
Gcn1l1	1.53162491890577	0.00103152587414455
Cox6a1	-0.868179579403779	0.0110143846093402
Mvk	-1.1019996883054	0.0276116846811491
S100a10	-0.939011960387754	0.0361986001588309
Tmcc2	1.53010445211951	0.0151203670156835
Bhmt2	0.527998970855665	0.0474151879936485
Rassf4	1.19769013361299	0.044936682747958
Tmc7	2.19072724209272	0.000379006403799845
Tmem183a	-0.721963560441651	0.0207750110461064
