external_gene_name	log2FoldChange.HFGTX_vs_NormVeh	padj.HFGTX_vs_NormVeh
Ndufs1	-0.743704740686834	0.0240654384307363
Nrp2	1.41199375446639	0.000587465071919254
Unc50	-1.31783696497917	0.00185293451076953
Sdhaf4	-1.14623243305869	0.041118194896735
Slc11a1	1.37148484627654	0.0250517450662055
Marco	4.00054420547934	2.13518558569798e-08
Slc45a3	1.10263861377867	0.00487726618651718
Fam129a	2.1269161235122	0.00199632081079098
Tagln2	1.18451523259946	0.000168727231709301
Nmt2	-1.17377375562348	0.00334274914702923
Frmd4a	1.59186376573715	0.0223361640646258
Phyh	-0.604279938508943	0.0401586255072926
Vim	1.07924353410865	0.0312738240582191
Yme1l1	-0.984498725523476	0.0132901776368481
Upp2	-0.983758178303144	0.00416570572828123
Lhx6	1.39940521577821	0.00739351897624309
Fcna	1.27619989008568	0.00183152923372598
Hnmt	-0.938678929910207	0.0231898414972238
Nckap1	-0.723911941754357	0.0487004886749909
Abcb11	-0.728778659170934	0.0101996762371387
Emc4	-0.740632017359201	0.0451989353588642
Katnbl1	-1.5161899244311	0.0376113350582818
Cat	-0.98151921220558	0.00109902794945866
Sema6d	1.43523259400014	0.00147962712137979
Pdia3	-0.866726101358717	0.0153415606266919
Siglec1	2.52658430342642	6.21740056275342e-06
Fahd2a	-1.29006791950379	0.00840896785872413
Fam110a	1.62832481367489	0.00388761430886048
Car3	-1.57301680663141	1.28559011472654e-10
Chrna4	-1.97996385406209	0.0406746577296426
Zgpat	0.834575499055794	0.0372479700304845
Acss2	-1.11156429686492	0.00519955790619337
Nfs1	-0.792829314684862	0.0283735420127819
Samhd1	0.889065829275968	0.0355612908723833
Ocstamp	2.34207424488129	0.000837405300406395
Aadac	-0.890670586735423	0.00269032386407807
P2ry1	-1.36814008288252	0.00126058252519617
Kpna4	-0.841526175801477	0.0359228111683506
Tm4sf1	-0.994450750983977	0.0394545340947932
Ampd2	1.00036164393228	0.0191806216765744
Vcam1	1.11160657602544	0.00495803864366302
Apoa1bp	-1.01322451185106	0.00355720224062686
Cd1d1	-1.23236371234209	4.31582808277826e-05
Ecm1	0.821612160697527	0.0399022774934479
Bdh2	-1.59485814246494	0.000418481389998417
Cth	-1.53517668344915	4.11310090302967e-07
Ddah1	-0.814805595112662	0.0154380940358811
Tmem55a	-0.993118804256889	0.0414693362199966
Enho	1.21825263814839	0.00578263304880517
Hint2	-1.01634583264171	0.00786511356124934
Slc35d1	-0.725288632340073	0.0435136628351553
Laptm5	1.55844533128106	6.21740056275342e-06
Tnfrsf1b	0.717423031186289	0.0315342845472917
Mfsd2a	1.15297079776989	0.000584028150517602
Plk3	-1.24533569610696	0.0101050824238943
Prdx1	-0.71666217014629	0.0117828728933869
Lrrc41	0.925709619933676	0.0180932441341563
Hspg2	0.885944890856716	0.0160932848067328
Ncdn	0.85542891591007	0.049171513466561
Extl1	1.42695586694986	0.00017781712641187
Ski	1.06574928518441	0.0140440991842869
Mxra8	1.10997445206074	0.0201280615492234
Emilin1	1.00058194809924	0.00805075269911267
Ugdh	-1.10961563916259	0.00048319270984515
Ugt2b34	-0.615617709702707	0.0175953787109973
Sult1b1	-0.975360702779423	0.020955165284162
Ccng2	-1.27856769158431	0.0399022774934479
Ran	-1.41936196651574	0.00701355698019462
Hpd	1.02808587648461	0.0245385050524155
Vps29	-0.946814423767529	0.0177808134744351
Ncor2	1.06133282909369	0.00756895025456952
Ep400	0.710994681519067	0.0434430474309626
Hnf1a	0.999394224864226	0.0306677370710359
Ccz1	-1.02273294898823	0.0443404115097657
Cyp3a25	-2.65743233438682	1.19591254645677e-22
Col1a2	1.4560898005201	0.0389340550328149
Tfpi2	-1.1458479379732	0.00214319505313916
Tspan12	-1.204459659846	0.00266412112714359
Hibadh	-0.801616728965771	0.00266412112714359
Nt5c3	-1.04469118973631	0.00805075269911267
Abcg2	-1.02238244619266	0.00260854980554053
Dfna5	-1.12762717572699	0.0162797490953803
Osbpl3	3.0443914596183	1.15152004437958e-05
Nat8	-1.49672760377902	0.0077338831058414
Frmd4b	1.17350117179431	0.000376650716770026
Bhlhe40	0.803876148195564	0.0242662583334949
Mug2	0.871448002410132	0.00547163232707612
Slco1b2	-0.625934700164392	0.0490279688381621
Slco1a4	-1.4265146742773	0.00992942989482126
Med21	-1.5191508634581	0.00681236564192167
Clec2h	-2.05962994270718	0.000451083753908172
2810007J24Rik	-1.15269704671052	0.00106569660320022
Dmpk	1.52798164311884	3.57631362898154e-05
Siglece	1.70782850757921	0.0147284324091294
Gas2	-1.12959388765365	0.0117917873059021
Tyrobp	1.18251709526422	0.0468312156860063
Zfand6	-0.786896774431973	0.0319873649385598
Cyp2r1	-1.18925830227992	0.0109627327485441
Psma1	-1.08602900044865	0.0227835972026532
Copb1	-0.821342416677079	0.0438546791311505
Lyve1	1.37139439032822	0.0005505755082855
Phkg2	-1.15731365797927	0.0487895004359183
Fgf21	2.26586869756736	0.0213429255155691
Itgal	1.22234445682281	0.023393908369432
Bag3	1.40622635419714	1.56222426095735e-06
Oat	-1.1834631470899	0.000122631598191118
Akip1	-1.09587589804629	0.00111646143864736
Ndufb11	-1.18591103712699	0.00186116459525762
Glrx3	-1.53325396626465	0.0119725721528473
Otc	-1.02825580182108	0.00413538500543572
Msn	1.01248355206986	0.0175953787109973
Nsdhl	-1.33029551451541	0.0115656527322827
Syap1	-0.763272396621256	0.0278789910821299
Rasa3	0.958863420690866	0.0377269814727461
Prosc	-0.668081300551533	0.0486991298364453
Ppapdc1b	-0.999115433492175	0.0372128609190574
Msmo1	-1.22790213494363	0.00133179920000858
Hpgd	-0.83313418248869	0.0287953255144306
Slc25a4	1.5469364021663	0.00219885094700384
Ces1f	-1.48302202332067	1.01864157140831e-08
B3gnt3	2.11602381407417	0.00857980759909196
Gse1	1.31053876404353	0.00542317412163363
6430548M08Rik	1.47508404829861	0.00136050415704325
Cotl1	1.08445176164985	0.00460151587457381
Cdh5	1.01866382556123	0.00218898889446897
Pla2g15	0.847984883901829	0.0208141953507516
4931406C07Rik	-1.21218661502746	1.15152004437958e-05
Acad8	-0.837630613734796	0.0242662583334949
Pvrl1	0.981382718954224	0.00487726618651718
Sc5d	-0.796059562857945	0.0162015000857456
Apoa4	1.29971546496951	0.0077338831058414
Hyou1	0.954962101657041	0.044172345801116
C2cd2l	0.712654453516492	0.0349030629798795
Bckdhb	-0.848866883693598	0.0323247647424482
Fam46a	1.20928657027266	0.00701355698019462
Ireb2	-1.15487919226622	0.000179120762364294
1700017B05Rik	1.33850923554196	0.00173300345887323
Etfa	-1.1415572227935	0.0349030629798795
Gsta4	-1.99900378527711	4.09723498645412e-09
Gclc	-0.936518487429329	0.000688875224919194
Ppib	-1.00174485351013	0.0139390907565584
Nradd	1.93683715692816	0.0486509974378351
Deb1	-1.0032425085866	0.0419024335851825
Trf	0.828571409831303	0.0466389293414371
Syde1	1.41316199507966	0.0140057489773482
Folr2	0.996319942023715	0.0175953787109973
Cdc14b	-1.00613755949505	0.0249825210300635
Rac2	1.23233865546165	0.00727395148859175
Gstt2	-0.915115669309047	0.0159330163671981
Mcee	-0.891082219402424	0.0221601195021772
Armcx2	1.70246644622425	0.0312730052263711
Rbfox2	0.896635219492548	0.0388612616986629
Map3k13	1.67993455671022	0.00168640290679215
Ucp2	1.26015791290605	0.00048605972523288
Akr1c14	-1.00200613486789	0.00198358432392555
Tlr13	1.6917376721723	0.0372756775990972
Atp6v1h	-1.16050904402534	0.00901886140921547
Ston1	1.51313979462242	0.00185293451076953
Klf9	-0.780524839697769	0.020004800965162
Cfhr2	-1.0100161163612	0.0122361652659483
Cct2	-0.769126265753609	0.0414088825219464
Rnf43	0.784341197982988	0.0297161456866406
Gas2l1	1.1280485889492	0.00246178555281933
Gpc1	1.30762757106373	0.0115656527322827
Nipsnap1	-0.604730782497334	0.0372479700304845
AI661453	1.06038151900259	0.0117851101643699
Gcsh	-0.904728731433126	0.0243568272469284
Myo15b	7.00585340004299	0.000682485137195856
Caskin2	1.05766627986347	0.0140440991842869
Hsd17b13	-0.962089866858155	0.00191450893441648
Ppp1r18	1.14900819603735	0.0403124071607595
Cd300ld	1.42388019558622	0.00821170526228174
Grn	0.654893940633917	0.0175953787109973
Dsg1c	1.08866989798799	0.0441350082904892
Acot11	1.9748159077123	2.77531249713e-06
Tbxa2r	1.65124608934184	0.012585910540228
Sidt2	0.650894197928426	0.029650790920418
Igsf6	1.66909031138539	0.0201280615492234
Lzts2	1.52677424967313	0.000687666507791782
1810055G02Rik	0.757929849684836	0.0430407138153067
Stab2	0.87485909111277	0.00577320996804177
Gc	-0.881587674336116	0.00515421102566304
Capn5	1.74011382951088	0.00218898889446897
Ugt2b35	-1.20793619925915	1.32867265198856e-05
Ugt2b1	-0.724583462308024	0.0419024335851825
Alg12	0.897382202155987	0.0240654384307363
Palm	1.43254031897576	0.0185887180091533
Slc17a2	-0.682514567515046	0.0468312156860063
Skp1a	-0.997076436741703	0.00487726618651718
P2ry13	1.63706125786445	0.0106540797014414
Tmem258	-1.09886535063821	0.0421388927122899
Rnf13	-0.892986163354478	0.0468312156860063
Colec11	0.925269968880972	0.0399259808750887
Rps27l	-1.2557693650895	0.0451153563047251
C1qa	1.74812223879575	1.9085475808366e-07
C1qc	1.69065630436362	1.2562380151806e-08
C1qb	1.50545909341166	6.39216722976519e-06
Lrfn3	1.24725433254446	0.0157932053146261
Pml	0.849351298399311	0.0310688864128468
Azgp1	-0.622317889436232	0.0419510242536484
Sep15	-0.962060128655279	0.0302655400386033
Setd7	1.22739761200657	0.0352581479250166
Il22ra1	1.76977657161828	0.0175118316858318
Ldlrap1	0.80849470390843	0.0273440863019252
Capn15	1.16318378338135	0.00903909675383656
Larp1	0.793677923872788	0.0248721020047811
Icam1	0.83273418454053	0.0458709903986422
Tbc1d2b	0.935078248332187	0.0059350412028056
Nme1	-0.842258399251118	0.0451153563047251
3110057O12Rik	-0.895973121823253	0.0424756771657824
Tgm2	1.34663353215312	4.31582808277826e-05
Ppm1k	-0.965407882879303	0.018935470102638
Sirpa	1.23191451719144	0.000209073772073714
Scarb1	0.787877350588134	0.0119638807965556
Dexi	0.716877376294295	0.0162797490953803
Snrk	0.976106947995107	0.00183152923372598
Slc43a2	1.01745150678397	0.0323247647424482
Bphl	-0.759208667314309	0.0139390907565584
Dennd2a	1.67349985292125	0.0139390907565584
Nos1ap	1.49147539213775	0.0401586255072926
Atf5	0.696909058852543	0.0260158216460616
Akr1d1	-1.17852972284783	0.000181726727922528
Lpar1	2.52886901870464	0.00491659390691656
9130409I23Rik	-1.98293641443176	5.49108505861071e-05
Itpkb	1.24562519793853	0.0241748413798408
Ppp1r9b	1.23535139145997	0.0123715291664518
Cpq	-0.655059278305423	0.0367447761052124
Arhgap18	-1.65294860492448	0.00209760674932097
Pigk	0.875551823754105	0.00557503910744956
Rreb1	1.12006907706099	0.0218709674874419
Tbc1d25	1.28672982804204	0.00644207029305202
Ppl	0.967984870291771	0.0164393974255649
Nt5dc1	-1.33009649928326	0.00133179920000858
Mmd2	3.22170056248833	3.13478411788305e-19
Vasn	1.15164366503322	0.00388761430886048
Icmt	0.657985754637968	0.044172345801116
Htatip2	-0.908286614526493	0.0425418217265223
Kmo	-0.694594170181355	0.0109934832680964
Pik3cd	1.64781343735182	0.00319642018092231
Hip1	1.27806224878779	0.0443404115097657
Btnl9	1.21526437349838	0.0293681582879783
Gtpbp10	-1.07231463300346	0.044172345801116
Blvrb	-0.919945678043224	0.0231898414972238
Ltbp4	0.887690670487638	0.0218709674874419
Necab1	-0.813688221806791	0.0451153563047251
C3ar1	1.84219917910586	0.0077338831058414
Gstm2	-0.872210501065944	0.0438546791311505
Creg1	-0.841312603348915	0.0176899114087282
Iqcc	-0.969564132656045	0.0482632912906047
Irgq	1.08803193333318	0.00248534692330299
Cldn5	0.982594769602981	0.0255673533000016
Hibch	-0.896841471364732	0.0315017503578634
Stx3	-0.964581251946277	0.0366113595709754
Serpina12	1.20709147345963	0.0137254960152294
Prelp	0.925716274321625	0.00430266105818602
Bbox1	-1.00573010774313	0.00439621999511283
Lad1	1.38683839531735	0.00517497894757321
Tmcc2	1.62747935352475	0.00868758255480782
Rassf4	1.80751518758428	0.000757081135453294
Cmklr1	1.77946472782581	0.000168727231709301
Cyp2c37	-1.31297923159145	0.000433077451411507
Nxt2	-0.928243785342254	0.0270168999532742
Mkl1	0.996659672026468	0.0261231329489617
Tmem183a	-0.792942139159959	0.0100130342880038
Gtpbp1	0.875552387015624	0.0487004886749909
Shfm1	-1.03689883506555	0.00475859811822842
Selk	-0.948147229335332	0.030201687082358
Nrep	-1.42419107746523	7.86718719591416e-05
Sbk1	0.919462868379282	0.049171513466561
Synpo	1.54056657637744	1.59796134583568e-05
Ptpn11	0.686055354897388	0.0257330552901465
Gls2	-0.835190778315495	0.0029968823284191
Vsig4	1.29133690238287	0.00252291722608952
Shb	0.919688895528429	0.00591893282287477
Hs6st1	0.937674115439503	0.00152677942345437
Sowahb	1.51987816593553	0.000277225279963231
Proser2	1.0555675040578	0.00416570572828123
Akr1e1	-0.82494307222454	0.0248085688543063
Fpr1	2.61375111465785	2.93496471404048e-05
Mfsd5	0.721510373777125	0.0424756771657824
Tcf21	1.44030400630409	0.0201280615492234
Slc16a5	1.17583470807181	0.0201280615492234
6330416G13Rik	1.23325300743964	0.00126058252519617
Pilra	1.99552744233091	0.0236910744005867
Fam43a	1.33478322527954	0.00934023855285776
Ppp1r3b	0.970281781613918	0.00798151182300691
Mpeg1	0.803147562391059	0.00343140001569063
Atxn1	1.35210341656814	0.0451153563047251
Ticam1	0.949631012407619	0.0207503664070781
Marcksl1	1.69551918916756	0.0019207898879608
Selplg	1.65558531540318	0.00714334501838522
Crebrf	-1.10689349104076	0.00181460293301538
Cd300e	2.37555542961948	0.00487726618651718
Ggnbp1	-1.37614983667978	0.0136716257999679
P2ry6	2.08466612761413	0.00707835022639096
Vps37c	0.90923411482523	0.0287953255144306
Apoo-ps	-1.06458667229459	0.00798151182300691
Syt12	1.79504081822531	0.0424756771657824
Tmie	0.999214161039492	0.0170680548524615
Zfpm1	0.834985454295141	0.0468312156860063
Tsku	0.912551550989052	0.0013392672317667
Orai1	0.825824890342659	0.0329316249329032
Arhgap23	1.11807317779326	0.0109627327485441
H2afx	0.787268558050325	0.0399022774934479
Mrps16	-1.11132436204784	0.0476459748934135
Lrrc25	2.06671504867679	4.12464695778178e-05
Fam78a	1.8704361486906	0.0139390907565584
Plekho2	1.27345198978113	0.008416683902904
Nat2	-1.10438219318329	0.0111232423537803
Bzw1	-0.841047174974455	0.0414693362199966
Ywhag	0.629084735949342	0.0419510242536484
Plagl2	1.25874822517833	0.0226052860784541
Cd14	2.15398657974892	7.52486676252401e-06
Wdfy4	2.39693341058187	0.0101050824238943
Lrrc3	0.800616331251811	0.0107686013371476
Treml4	1.84368247138206	0.000461630555241069
Pld4	1.2910053740906	0.0119638807965556
Tmco1	-0.877347896779005	0.0201280615492234
Slc22a30	-1.47192646270974	0.00230084019835118
Jun	1.05850360580754	0.0406746577296426
Cyp2j6	-0.994646055340505	0.000424379399242182
Ctif	0.962138067898381	0.00805075269911267
Clec12a	1.42731719220704	0.000897779773538378
Socs3	2.35977035830505	1.18346637663742e-09
Aldh1a1	-1.7795009577521	1.44966301974441e-11
Pom121	0.867107558639473	0.0486991298364453
Sec61b	-1.0269839267564	0.0212869318087158
Mapk14	0.688320580030247	0.0138971091132492
Kdm3a	-1.22016887795146	0.0186103782854161
Slfn5	1.56612878423971	0.00652557443571562
Ugt2b5	-1.33822797238734	2.000172866362e-07
Akr1c20	-0.847145187394638	0.0483984831211544
Cyp2c50	-1.44909056377461	3.01918589713997e-06
Klf2	1.10562409086373	0.0233190668457727
Tns1	0.909457022473773	0.0349030629798795
Klhl25	1.34233949037882	1.00718992949878e-05
Ces2a	-1.98007517443314	3.06189285825335e-12
Per2	0.873283739996315	0.0434430474309626
Cyp3a11	-5.43447110019825	3.98724084995275e-92
Pgpep1	0.68772921606302	0.00757120334148949
Immp2l	-1.26752688493779	0.00494148684270131
Ces1d	-0.918324294781998	0.00940043788734618
Hamp2	-1.02353397459373	0.0270168999532742
Ces1g	-1.49672541492966	3.82434285267336e-08
Slc44a2	1.1704369399668	0.0312730052263711
Ces1c	-0.674986249672598	0.0185887180091533
Dtnbp1	-1.06817664067399	0.0260158216460616
Prtn3	4.0400016701544	1.65575842510283e-13
Rpl32	-1.20502811068448	0.00717144534948202
Camk2b	1.6522626938368	0.00111646143864736
Itpk1	0.910684800859404	0.003857266850917
Palld	1.37282300641421	0.00739351897624309
Nfam1	1.6370967187914	0.00464359986844757
Tpm3-rs7	0.822871820788561	0.043414918038494
Gpr182	1.11035322071821	0.00495803864366302
Fcer1g	1.04228357406904	0.0140698899719958
Pirb	1.5894280242353	0.0246244285919934
Fcgr4	1.86649425529593	0.00138591194615186
Zfp945	-1.24150671620106	0.0398513536083737
Hadhb	-1.80522149273177	0.0130976026352624
Fcgr3	1.30892868417848	0.0121196778984884
Ccdc28a	-0.997543167013243	0.0253437312302288
Ndufs8	-0.990788663842646	0.008416683902904
Chpt1	-0.950151386458436	0.00111646143864736
Alox5ap	1.29627865791976	0.0377991864006989
Gtf2i	0.705302242549341	0.0169346633552348
Cyp2a12	-0.912874331433664	0.000161397831103072
Zbtb40	1.03441818291349	0.0329775273965921
Cyp3a59	-3.43250734067874	2.61002826052838e-10
