external_gene_name	log2FoldChange.HFGTX_vs_NormVeh	padj.HFGTX_vs_NormVeh
Wdr61	-0.889179185587214	0.0425418217265223
Ces2c	-1.35925146217083	0.0118022994271518
Suclg2	-0.903837082671243	0.00666070146582225
Ces1e	-0.921376147999063	0.0391471846678192
Erbb4	-2.01127109294038	0.0334107938727606
Klhl24	-1.23100423469535	0.000561374249015923
Slc39a4	-1.40576778421295	0.000213205849645109
Aox1	-1.97789941008568	2.88034969737649e-09
Glyat	-0.972279809313897	0.00278272716235178
Mapk15	-2.00938070627079	0.0372128609190574
Cyp4a12a	-2.62314367153654	1.90655691190071e-14
Cyp4a10	-2.67501460450261	4.73193378115427e-08
Mup3	-0.897904083526572	0.00260854980554053
Serpina3c	1.71483703870513	0.0451153563047251
Rdh11	-1.5014697251676	0.00082543274770476
Zbtb16	0.999809719875147	0.0111520617822133
Slc22a7	1.12495581513755	0.000295630527710773
Cyp2c54	-1.47317964280683	2.23497680183144e-06
Chrac1	-0.99875688574687	0.00666070146582225
Gstm6	-1.03367228277414	0.000663367426424278
Gm5096	0.935427579217712	0.00355720224062686
Rdh16	-1.18962278600662	0.00136256147323775
Psmb3	-1.28698853310564	0.00185293451076953
Serpinh1	1.05428871931724	0.030201687082358
Gm4788	-0.895249535643002	0.020955165284162
Ugt2b36	-1.25541933978353	1.61295898411136e-05
Tmem200b	2.65252960994477	2.88034969737649e-09
Rbm47	-1.37330493883911	0.00340545902635838
Lilra5	1.97123169716377	0.00294685741299295
Akr1c19	-2.12987857105716	2.04609754142856e-12
Gm4952	-0.995628159209372	0.0190692753601948
Csf2rb	1.23333615456202	0.0468312156860063
Ncf4	1.8888657882443	0.0226052860784541
Zfp9	1.72957909070426	0.0424756771657824
Vma21	-0.940359668745896	0.00495803864366302
Marc2	-0.66053318693821	0.0207503664070781
Mup11	-1.41742264916291	5.14097082113308e-05
Rhog	1.01371088096227	0.00295325178783936
Ggh	-2.22795466755013	0.00119878065360783
Plekhf1	-1.27060128439868	0.000982563176590337
Amy1	-0.852598824081171	0.00727395148859175
Zfp628	1.08036061176025	0.0185887180091533
Thbd	1.4829605300505	0.0193723621512382
Cyp2c68	-0.854396981467685	0.0451153563047251
Urad	0.966969589338264	0.00106614704331391
Gpx4	-2.0622989486211	4.31582808277826e-05
Raet1d	-2.37210243834942	0.0218709674874419
Mup1	-2.02827342014128	0.000695662885005535
Mup9	-1.69715050510281	0.000239070648853855
Igtp	-0.70207955343256	0.0254198163854126
Ccr5	1.2531150033118	0.0497207964568032
Tmem243	-0.869689813653171	0.0474886332704617
Lamtor5	-1.01569014562071	0.0287953255144306
Cbx6	0.985483595936637	0.0468312156860063
Tgfbr3l	-2.49936710791669	0.0443404115097657
Lrrc32	0.970732527049025	0.0372479700304845
Hmgcs1	-1.5420480268493	0.000195433146514886
Gm14403	-1.47403507673748	0.000709247136880518
Mup17	-1.94334887818173	9.32382155605044e-07
D630044L22Rik	1.38663527733854	0.0468312156860063
Bin2	1.451620087608	0.0487895004359183
Gm7694	1.0098481615049	0.0226052860784541
Rhbg	-1.82999941016555	0.0451153563047251
