"","1,2-dilinoleoyl-GP","1,2-dioleoyl-GPC (","1,2-dioleoyl-GPE (","1,2-dipalmitoyl-GP","1,2-distearoyl-GPC","1,5-anhydroglucito","1-(1-enyl-oleoyl)-","1-(1-enyl-palmitoy","1-(1-enyl-palmitoy","1-(1-enyl-palmitoy","1-(1-enyl-palmitoy","1-(1-enyl-palmitoy","1-(1-enyl-palmitoy","1-(1-enyl-palmitoy","1-(1-enyl-palmitoy","1-(1-enyl-palmitoy","1-(1-enyl-palmitoy","1-(1-enyl-stearoyl","1-(1-enyl-stearoyl","1-(1-enyl-stearoyl","1-(1-enyl-stearoyl","1-arachidonoyl-GPC","1-arachidonoyl-GPE","1-arachidonoyl-GPI","1-linolenoyl-GPC (","1-linoleoyl-2-arac","1-linoleoyl-GPC (1","1-linoleoyl-GPE (1","1-linoleoylglycero","1-methylhistidine","1-methylimidazolea","1-methylnicotinami","1-oleoyl-2-linoleo","1-oleoyl-2-linoleo","1-oleoyl-2-linoleo","1-oleoyl-3-linoleo","1-oleoyl-GPC (18:1","1-oleoyl-GPE (18:1","1-oleoylglycerol (","1-palmitoleoyl-2-l","1-palmitoleoyl-2-o","1-palmitoleoyl-3-o","1-palmitoleoyl-GPC","1-palmitoleoylglyc","1-palmitoyl-2-arac","1-palmitoyl-2-arac","1-palmitoyl-2-lino","1-palmitoyl-2-lino","1-palmitoyl-2-lino","1-palmitoyl-2-oleo","1-palmitoyl-2-oleo","1-palmitoyl-2-oleo","1-palmitoyl-2-palm","1-palmitoyl-2-stea","1-palmitoyl-3-lino","1-palmitoyl-GPC (1","1-palmitoyl-GPE (1","1-palmitoyl-GPG (1","1-palmitoyl-GPI (1","1-stearoyl-2-arach","1-stearoyl-2-arach","1-stearoyl-2-arach","1-stearoyl-2-arach","1-stearoyl-2-linol","1-stearoyl-2-linol","1-stearoyl-2-oleoy","1-stearoyl-2-oleoy","1-stearoyl-2-oleoy","1-stearoyl-GPC (18","1-stearoyl-GPE (18","1-stearoyl-GPI (18","1-stearoyl-GPS (18","10-heptadecenoate ","10-nonadecenoate (","12,13-DiHOME","12-HETE","15-HETE","15-methylpalmitate","16-hydroxypalmitat","17-methylstearate","2'-deoxycytidine","2'-deoxyguanosine","2'-deoxyinosine","2'-deoxyuridine","2-aminoadipate","2-aminoheptanoate","2-aminooctanoate","2-hydroxy-3-methyl","2-hydroxybutyrate/","2-hydroxyglutarate","2-hydroxystearate","2-linoleoylglycero","2-methylbutyrylcar","2-methylbutyrylgly","2-methylcitrate/ho","2-oleoylglycerol (","2-palmitoleoyl-GPC","2-palmitoyl-GPC (1","2-stearoyl-GPE (18","3-(4-hydroxyphenyl","3-aminoisobutyrate","3-hydroxy-3-methyl","3-hydroxybutyrate ","3-hydroxybutyrylca","3-hydroxybutyrylca","3-hydroxyisobutyra","3-indoxyl sulfate","3-methylcytidine","3-methylhistidine","3-phosphoglycerate","3-ureidopropionate","4-cholesten-3-one","4-guanidinobutanoa","4-imidazoleacetate","5-aminovalerate","5-dodecenoate (12:","5-methylthioadenos","5-oxoproline","6-phosphogluconate","7-hydroxycholester","7-methylguanine","9,10-DiHOME","acetylcarnitine","acetylphosphate","aconitate [cis or ","adenine","adenosine","adenosine 2'-monop","adenosine 3',5'-di","adenosine 3'-monop","adenosine 5'-dipho","adenosine 5'-monop","adrenate (22:4n6)","alanine","allantoin","alpha-hydroxyisoca","alpha-hydroxyisova","alpha-ketoglutarat","alpha-tocopherol","anserine","arabitol/xylitol","arabonate/xylonate","arachidate (20:0)","arachidonate (20:4","arachidonoyl ethan","arginine","argininosuccinate","ascorbate (Vitamin","asparagine","aspartate","azelate (nonanedio","behenoyl sphingomy","beta-alanine","beta-guanidinoprop","beta-hydroxyisoval","betaine","betaine aldehyde","butyrylcarnitine","C-glycosyltryptoph","carboxyethyl-GABA","carnitine","carnosine","cholesterol","choline","choline phosphate","citrate","citrulline","corticosterone","creatine","creatine phosphate","creatinine","cysteine","cysteine sulfinic ","cystine","cytidine","cytidine 3'-monoph","cytidine 5'-diphos","cytidine 5'-monoph","cytidine 5'-monoph","cytidine-5'-diphos","cytosine","decanoylcarnitine","dehydroascorbate","deoxycarnitine","dihomo-linoleate (","dihomo-linolenate ","dihydoxyphenylalan","dihydroxyacetone p","dimethyl sulfone","dimethylarginine (","dimethylglycine","docosadienoate (22","docosahexaenoate (","docosapentaenoate ","docosapentaenoate ","dopamine sulfate (","eicosapentaenoate ","eicosenoate (20:1)","ergothioneine","erucate (22:1n9)","erythronate*","ethylmalonate","flavin adenine din","fructose","fumarate","galactitol (dulcit","galactonate","gamma-aminobutyrat","gamma-carboxygluta","gamma-glutamyl-eps","gamma-glutamylalan","gamma-glutamylglut","gamma-glutamylglut","gamma-glutamylisol","gamma-glutamylleuc","gamma-glutamylvali","gamma-tocopherol/b","glucose","glucuronate","glutamate","glutamate, gamma-m","glutamine","glutarate (pentane","glutarylcarnitine ","glycerate","glycerol","glycerol 3-phospha","glycerophosphoetha","glycerophosphoglyc","glycerophosphoinos","glycerophosphorylc","glycine","glycosyl-N-palmito","glycylleucine","glycylvaline","guanidinoacetate","guanine","guanosine","guanosine 5'- mono","gulonic acid*","heme","hexadecanedioate","hexanoylcarnitine","hexanoylglycine","hippurate","histamine","histidine","homoarginine","homocitrulline","homostachydrine*","hypotaurine","hypoxanthine","imidazole lactate","imidazole propiona","indolelactate","inosine","Isobar: fructose 1","isobutyrylcarnitin","isocitrate","isoleucine","isoleucylglycine","isovalerylcarnitin","isovalerylglycine","kynurenine","lactate","laurylcarnitine","leucine","leucylglycine","linoleate (18:2n6)","linolenate [alpha ","linoleoylcarnitine","lysine","malate","malonylcarnitine","maltose","maltotriose","mannitol/sorbitol","mannose","margarate (17:0)","mead acid (20:3n9)","methionine","methionine sulfoxi","methylmalonate (MM","methylphosphate","methylsuccinate","myo-inositol","myristate (14:0)","myristoleate (14:1","myristoylcarnitine","N-acetylalanine","N-acetylarginine","N-acetylasparagine","N-acetylaspartate ","N-acetylglutamate","N-acetylglutamine","N-acetylglycine","N-acetylhistidine","N-acetylleucine","N-acetylmethionine","N-acetylneuraminat","N-acetylphenylalan","N-acetylputrescine","N-acetylserine","N-acetyltaurine","N-acetylthreonine","N-alpha-acetylorni","N-delta-acetylorni","N-formylmethionine","N-glycolylneuramin","N-methyl-4-aminobu","N-monomethylargini","N-palmitoyl-sphing","N-palmitoyl-sphing","N1-Methyl-2-pyrido","N1-methyladenosine","N2-acetyllysine/N6","N6,N6,N6-trimethyl","N6-carboxymethylly","N6-succinyladenosi","nicotinamide","nicotinamide adeni","nicotinamide ribos","nonadecanoate (19:","O-sulfo-L-tyrosine","octanoylcarnitine","oleamide","oleate/vaccenate (","oleoyl ethanolamid","oleoylcarnitine","ornithine","orotate","orotidine","oxalate (ethanedio","p-cresol sulfate","p-cresol-glucuroni","palmitate (16:0)","palmitoleate (16:1","palmitoyl dihydros","palmitoyl ethanola","palmitoyl sphingom","palmitoylcarnitine","pantothenate","phenol sulfate","phenylacetylglycin","phenylalanine","phenylalanylglycin","phenyllactate (PLA","phosphate","phosphoenolpyruvat","phosphoethanolamin","phosphopantetheine","pipecolate","pro-hydroxy-pro","proline","prolylglycine","propionylcarnitine","pseudouridine","putrescine","pyridoxal","pyridoxamine","pyridoxamine phosp","pyridoxate","pyroglutamine*","retinol (Vitamin A","ribitol","riboflavin (Vitami","ribonate","ribose","ribulose 5-phospha","S-adenosylhomocyst","S-adenosylmethioni","saccharopine","salicylate","sarcosine (N-Methy","sebacate (decanedi","sedoheptulose-7-ph","serine","spermidine","sphinganine","sphingomyelin (d18","sphingomyelin (d18","sphingomyelin (d18","sphingomyelin (d18","sphingomyelin (d18","sphingomyelin (d18","sphingomyelin (d18","sphingomyelin (d18","sphingomyelin (d18","sphingomyelin (d18","sphingomyelin (d18","sphingomyelin (d18","sphingosine","stachydrine","stearate (18:0)","stearidonate (18:4","stearoyl ethanolam","stearoyl sphingomy","stearoylcarnitine","succinate","succinylcarnitine","sucrose","sulfate*","tartronate (hydrox","taurine","tauro-beta-muricho","taurocholate","taurocyamine","taurodeoxycholate","tetradecanedioate","thiamin (Vitamin B","thiamin monophosph","threonate","threonine","thymidine","tiglylcarnitine","trans-4-hydroxypro","trans-urocanate","tricosanoyl sphing","trigonelline (N'-m","trimethylamine N-o","tryptophan","tyrosine","tyrosylglycine","UDP-galactose","UDP-glucose","UDP-glucuronate","UDP-N-acetylgalact","UDP-N-acetylglucos","uracil","urate","urea","uridine","uridine 5'-diphosp","uridine 5'-monopho","valine","valylglycine","xanthine","xanthosine"
"1,2-dilinoleoyl-GP",1,-0.57576,0.33333,0.090909,-0.54545,0.24242,-0.48485,-0.48485,0.24242,-0.24242,0.57576,-0.57576,0.51515,-0.66667,-0.18182,-0.060606,-0.21212,-0.66667,0.51515,-0.57576,-0.60606,-0.27273,-0.18182,-0.63636,0.33333,0.21212,0.33333,0.69697,0.33333,-0.51515,0.48485,0.54545,0.45455,0.54545,0.60606,0.33333,0.15152,-0.090909,0.24242,0.63636,0.24242,0.090909,-0.24242,0.090909,-0.42424,0.60606,0.60606,0.63636,0.63636,-0.18182,0.66667,-0.33333,-0.57576,-0.69697,0.36364,0.30303,-0.15152,0.33333,0.060606,-0.72727,0.15152,0.030303,0.27273,0.51515,0.54545,-0.63636,-0.21212,-0.21212,-0.24242,-0.42424,-0.51515,-0.42424,0.27273,0.48485,0.24242,-0.54545,-0.42424,0.30303,0.30303,0.45455,0.18182,-0.060606,0.30303,0.36364,-0.69697,0.090909,0.42424,-0.030303,0.30303,0.63636,0.090909,0,0.030303,0.42424,0.12121,-0.42424,-0.24242,0.51515,-0.060606,-0.15152,0.54545,0.030303,0.36364,0.39394,0.54545,-0.15152,0.24242,-0.60606,-0.54545,-0.27273,0.15152,0.57576,0.12121,0.57576,-0.21212,0.090909,-0.54545,-0.39394,0.18182,0.27273,-0.18182,0.30303,0.36364,-0.30303,-0.24242,-0.30303,0.45455,0.27273,0.15152,0.36364,0.24242,0.42424,0.15152,0.060606,0.30303,0.21212,-0.51515,0.18182,0.24242,0.39394,0.36364,-0.45455,0.39394,0,0.27273,-0.42424,-0.54545,0.15152,-0.42424,-0.51515,0.48485,0.45455,-0.45455,0.24242,0.060606,-0.48485,-0.54545,-0.24242,-0.12121,-0.39394,0.45455,0.21212,0.30303,-0.66667,0.24242,-0.21212,-0.030303,0.24242,0.33333,0.54545,0.27273,-0.42424,-0.48485,0.090909,-0.27273,0.48485,-0.18182,0.12121,-0.090909,0.54545,0.48485,0.27273,-0.33333,-0.30303,0.15152,0.36364,0.21212,0.21212,0.21212,-0.36364,0.18182,0.39394,-0.15152,0.57576,0.21212,0.060606,0.42424,0.51515,0.24242,0.45455,-0.39394,0.21212,-0.33333,-0.54545,-0.66667,0.54545,-0.15152,-0.12121,-0.48485,0.36364,-0.090909,0.42424,-0.36364,-0.15152,0.39394,-0.51515,0.27273,0.33333,-0.42424,-0.42424,-0.54545,-0.39394,-0.54545,-0.75758,-0.48485,0.57576,-0.63636,0.030303,-0.090909,-0.48485,-0.66667,-0.54545,-0.21212,0.63636,0.51515,0.15152,-0.12121,-0.060606,0.45455,-0.030303,0.30303,0.30303,0.21212,0.42424,0.45455,-0.060606,-0.51515,0.15152,-0.24242,0.21212,-0.60606,-0.48485,0.27273,0.27273,0.45455,-0.36364,0.030303,0.24242,0.36364,-0.51515,0.69697,0.12121,0.30303,-0.78788,-0.45455,0.45455,-0.48485,0.39394,0.69697,0.51515,-0.45455,-0.60606,-0.75758,0.48485,0.060606,0.24242,-0.36364,-0.72727,0.27273,0.12121,-0.45455,-0.54545,-0.33333,-0.42424,0.54545,-0.54545,0.24242,0.21212,0.36364,-0.39394,0.48485,-0.30303,-0.27273,0.63636,-0.090909,0.39394,-0.090909,-0.12121,-0.57576,-0.54545,0.36364,-0.63636,-0.24242,0.60606,-0.12121,0.27273,0.030303,0.57576,0.54545,0.42424,-0.18182,0.42424,0.57576,0.48485,0.27273,-0.18182,-0.57576,0,-0.69697,0.45455,0.15152,-0.15152,0.63636,0.15152,0.45455,0.36364,0.30303,0.21212,-0.36364,-0.39394,-0.57576,-0.54545,0.15152,0.30303,0.33333,0.45455,0.48485,0.48485,0.36364,0.24242,0.21212,0.69697,0.24242,0.54545,-0.54545,0.45455,0.090909,-0.090909,-0.27273,0.33333,0.18182,-0.66667,-0.42424,-0.030303,-0.36364,0.36364,0.57576,-0.66667,-0.42424,-0.27273,-0.57576,0.36364,0.27273,0.30303,0.33333,-0.060606,-0.36364,-0.42424,0.24242,-0.66667,-0.51515,-0.57576,0.15152,0.27273,0.27273,0.48485,-0.57576,0.15152,0.42424,-0.63636,0.030303,-0.24242,0.18182,0.42424,0.27273,0.60606,0.18182,0.45455,-0.60606,0.36364,0.30303,-0.24242,-0.030303,0.33333,0.42424,0.39394,0.18182,-0.60606,0.42424,0.57576,0.21212,0.48485,0.24242,0.45455,0.12121,0.27273,0.36364,0.060606,0.27273,0.030303,-0.12121,-0.42424,-0.54545,-0.21212,0.33333,0.030303,0.51515,0.60606,-0.090909,0.060606,0.45455,-0.51515,0.36364,-0.12121,-0.12121,0.33333,-0.27273,-0.27273,-0.18182,0.36364,0.36364,-0.39394,0.30303,0.33333,-0.60606,0.45455,-0.42424,0.090909
"1,2-dioleoyl-GPC (",-0.57576,1,0.030303,0.030303,0.42424,-0.12121,0.60606,0.60606,-0.060606,0.36364,-0.39394,0.39394,-0.27273,0.48485,0.18182,-0.24242,0.21212,0.72727,-0.33333,0.69697,0.66667,0.15152,0.48485,0.45455,-0.27273,-0.090909,-0.27273,-0.51515,-0.33333,0.63636,-0.30303,-0.30303,-0.39394,-0.24242,-0.24242,-0.33333,-0.33333,0.39394,-0.12121,-0.45455,-0.18182,-0.21212,0.060606,-0.21212,0.36364,-0.54545,-0.54545,-0.45455,-0.39394,0.30303,-0.36364,0.51515,0.69697,0.63636,-0.36364,-0.30303,-0.030303,-0.27273,0.18182,0.72727,-0.090909,-0.030303,-0.030303,-0.15152,-0.30303,0.81818,0.45455,0.33333,0.18182,0.60606,0.45455,0.42424,-0.15152,-0.24242,-0.30303,0.54545,0.36364,-0.12121,-0.30303,-0.39394,0,0,-0.42424,-0.24242,0.75758,0.090909,-0.36364,0.030303,-0.060606,-0.51515,-0.030303,0.12121,0.21212,-0.18182,-0.36364,0.30303,0.18182,-0.33333,-0.060606,0.45455,-0.18182,0.090909,-0.42424,-0.39394,-0.42424,0.15152,-0.18182,0.30303,0.60606,0.21212,-0.21212,-0.33333,-0.12121,-0.21212,-0.030303,-0.030303,0.54545,0.45455,-0.48485,-0.33333,0.24242,-0.18182,-0.24242,0.30303,0,0.24242,-0.27273,-0.33333,-0.39394,-0.30303,-0.24242,-0.30303,-0.090909,0.18182,-0.42424,-0.21212,0.51515,-0.18182,-0.060606,-0.33333,-0.42424,0.69697,-0.21212,0.12121,-0.33333,0.72727,0.54545,-0.21212,0.66667,0.45455,-0.48485,-0.21212,0.81818,-0.36364,0.060606,0.36364,0.60606,0.30303,0.30303,0.090909,-0.27273,-0.15152,-0.24242,0.78788,0,0.21212,0.33333,-0.18182,-0.27273,-0.36364,-0.21212,0.36364,0.54545,0.21212,0.33333,-0.54545,0.12121,0.060606,0.030303,-0.42424,-0.30303,-0.45455,0.57576,0.36364,0.030303,-0.24242,-0.21212,0.030303,-0.15152,0.48485,-0.18182,-0.27273,0.21212,-0.39394,0.090909,-0.18182,-0.42424,-0.33333,-0.48485,-0.39394,0.45455,-0.21212,0.69697,0.24242,0.78788,-0.48485,-0.21212,0.18182,0.54545,-0.12121,0.15152,-0.48485,0.18182,-0.090909,-0.15152,0.57576,0.030303,-0.27273,0.30303,0.48485,0.30303,0.45455,0.54545,0.57576,0.66667,-0.33333,0.69697,-0.030303,0.21212,0.54545,0.54545,0.42424,0.21212,-0.45455,-0.33333,-0.030303,0.18182,0.060606,-0.21212,-0.090909,-0.24242,-0.18182,-0.51515,-0.42424,-0.57576,0.12121,0.51515,-0.090909,0,-0.45455,0.72727,0.42424,-0.21212,-0.15152,-0.27273,0.30303,0.090909,0.060606,-0.30303,0.33333,-0.57576,0.24242,-0.18182,0.72727,0.45455,-0.51515,0.48485,-0.33333,-0.57576,-0.45455,0.33333,0.66667,0.81818,-0.30303,-0.12121,-0.42424,0.30303,0.60606,-0.090909,0,0.75758,0.48485,0.39394,0.42424,-0.42424,0.48485,-0.18182,-0.15152,-0.42424,0.45455,-0.30303,0.30303,0.21212,-0.39394,-0.090909,-0.57576,-0.090909,-0.12121,0.51515,0.78788,-0.30303,0.39394,0.48485,-0.42424,0.060606,-0.33333,-0.090909,-0.33333,-0.24242,-0.36364,0,-0.36364,-0.39394,-0.30303,-0.57576,0.060606,0.45455,-0.18182,0.33333,-0.21212,-0.21212,-0.090909,-0.45455,-0.030303,-0.45455,-0.060606,-0.12121,-0.090909,0.36364,0.33333,0.57576,0.60606,0.21212,-0.24242,-0.090909,-0.27273,-0.42424,-0.24242,-0.24242,0.12121,-0.33333,-0.51515,-0.12121,-0.48485,0.60606,-0.51515,-0.33333,0.39394,0.21212,-0.21212,0,0.48485,0.30303,0.39394,0.18182,-0.18182,-0.63636,0.78788,0.60606,0.39394,0.69697,-0.48485,-0.33333,-0.18182,-0.39394,-0.12121,0.12121,0.24242,-0.30303,0.78788,0.57576,0.51515,-0.21212,-0.090909,-0.21212,-0.42424,0.69697,0.090909,-0.36364,0.75758,0.27273,0.48485,0,-0.18182,-0.15152,-0.24242,-0.18182,-0.21212,0.60606,-0.18182,-0.18182,0,-0.15152,-0.090909,-0.48485,-0.27273,0.060606,0.54545,-0.30303,-0.21212,-0.21212,-0.30303,0.12121,-0.15152,-0.24242,-0.33333,-0.24242,-0.24242,-0.15152,0.030303,0.12121,0.30303,0.84848,-0.030303,-0.45455,0.090909,-0.39394,-0.30303,0.030303,0,-0.39394,0.75758,-0.30303,0.060606,0,-0.33333,0.39394,0.45455,0.24242,0,-0.060606,0.45455,0,-0.15152,0.66667,-0.15152,0.48485,-0.21212
"1,2-dioleoyl-GPE (",0.33333,0.030303,1,-0.030303,-0.42424,-0.42424,-0.060606,-0.24242,0.48485,-0.42424,0.51515,-0.45455,0.27273,-0.24242,-0.48485,0.12121,-0.45455,-0.12121,0.57576,-0.21212,-0.060606,-0.030303,0,-0.45455,0.39394,0.39394,0.39394,0.33333,0.030303,-0.27273,0.60606,0.60606,0.51515,0.66667,0.66667,0.45455,-0.090909,-0.15152,0.42424,0.39394,0.60606,0.51515,-0.30303,0.15152,-0.36364,0.36364,0.36364,0.45455,0.51515,-0.12121,0.54545,-0.21212,-0.15152,-0.27273,0.48485,0,-0.51515,0.15152,-0.18182,-0.18182,0.51515,0.45455,0.75758,0.75758,0.60606,-0.030303,0.39394,0.030303,0.12121,-0.24242,-0.45455,-0.48485,0.63636,0.30303,-0.12121,-0.42424,-0.54545,0.66667,0.60606,0.45455,-0.12121,0,0.30303,0.30303,-0.15152,0.15152,0.30303,0.45455,0.66667,0.39394,0.45455,-0.24242,0.27273,0.66667,0.36364,0.060606,-0.24242,0.39394,0.12121,0.090909,0.60606,0.15152,0.36364,0.45455,0.30303,0.27273,0.24242,-0.42424,-0.30303,-0.39394,0.27273,0.51515,-0.54545,0.63636,-0.51515,0.45455,-0.36364,-0.45455,0.18182,0.45455,-0.30303,-0.060606,0.12121,-0.42424,-0.36364,-0.30303,0.57576,0.030303,-0.090909,0.36364,0.36364,0.54545,0.51515,0.60606,-0.12121,0.51515,-0.21212,0.24242,0.66667,0.090909,0.36364,0.030303,0.45455,0.48485,0.57576,-0.12121,-0.36364,0.51515,-0.24242,-0.39394,0.24242,0.69697,0.030303,-0.12121,0.54545,-0.30303,-0.24242,-0.36364,0,-0.21212,0.45455,-0.15152,0.48485,-0.060606,0.24242,-0.33333,0.39394,0.48485,0.27273,0.42424,0.030303,-0.30303,-0.30303,0.21212,-0.27273,0.12121,-0.060606,0.42424,-0.090909,0.54545,0.42424,0.39394,-0.030303,0.060606,0.63636,0.42424,0.45455,0.030303,0.27273,-0.42424,0.24242,0.45455,0.39394,0.21212,0.33333,0.18182,0.060606,0.39394,-0.30303,0.45455,-0.21212,0.15152,0.030303,-0.18182,-0.18182,0.42424,-0.27273,-0.36364,-0.42424,0.18182,0.21212,0.18182,-0.42424,0.15152,0.57576,0.090909,0.69697,0.21212,-0.30303,-0.24242,-0.60606,-0.39394,-0.42424,-0.21212,-0.30303,0.63636,-0.21212,0.39394,-0.030303,-0.36364,-0.24242,-0.48485,-0.33333,0.39394,0.51515,0.090909,-0.18182,-0.060606,0.57576,-0.39394,0.54545,0.72727,-0.33333,0.12121,-0.15152,0.12121,-0.39394,0.57576,-0.66667,-0.39394,-0.12121,-0.48485,0.57576,0.33333,0.51515,-0.30303,-0.090909,0.60606,0.60606,-0.21212,0.39394,0.12121,0.24242,-0.24242,-0.21212,0.21212,-0.24242,0.57576,0.27273,-0.090909,-0.27273,-0.24242,-0.15152,0.54545,0,0.24242,0.30303,-0.30303,0.63636,0.48485,0.15152,-0.42424,-0.030303,-0.42424,0.30303,-0.36364,0.60606,0.63636,0.42424,-0.39394,0.60606,-0.12121,-0.33333,0.51515,-0.33333,0.21212,-0.15152,-0.12121,-0.27273,-0.060606,0.48485,-0.27273,-0.12121,0.36364,0,0.030303,-0.57576,0.45455,0.66667,-0.18182,0,0.42424,0.45455,0.24242,-0.21212,-0.60606,-0.45455,-0.30303,-0.51515,0.63636,0.030303,0.090909,0.39394,0.45455,0.45455,0.42424,0.60606,0.57576,0.18182,-0.27273,-0.33333,-0.24242,0.27273,0.36364,0.39394,0.57576,0.48485,0.60606,0.54545,0.42424,0.090909,0.39394,-0.36364,0.18182,-0.24242,0.39394,0.15152,0.15152,-0.39394,0.27273,0.66667,-0.48485,-0.30303,0.15152,-0.36364,0.60606,0.090909,-0.12121,-0.24242,0.090909,-0.15152,0.12121,0.21212,0.60606,0.33333,0.12121,-0.30303,-0.24242,0.24242,-0.12121,-0.15152,0.090909,0.33333,-0.030303,0.57576,0.36364,0.030303,0.57576,0.48485,-0.15152,0.63636,0.36364,0.60606,0.72727,0.69697,0.60606,0.54545,0.57576,-0.18182,0.66667,0.42424,-0.48485,-0.63636,0.63636,-0.060606,0.63636,0.60606,-0.36364,0.54545,0.69697,0.51515,0.54545,0.24242,0.69697,-0.24242,-0.15152,0.54545,-0.060606,0.63636,-0.21212,-0.30303,-0.24242,0,-0.39394,0.27273,0.27273,0.51515,0.60606,-0.57576,-0.36364,0.45455,0.030303,0.42424,0.060606,-0.18182,0.45455,-0.21212,-0.090909,0.12121,0.72727,0.66667,-0.45455,0.24242,0.57576,-0.18182,0.45455,-0.24242,-0.21212
"1,2-dipalmitoyl-GP",0.090909,0.030303,-0.030303,1,0.12121,0.54545,-0.060606,0.18182,-0.060606,0.24242,-0.090909,0.15152,0.21212,0.060606,0.42424,-0.36364,0.51515,0.12121,-0.090909,0.090909,-0.12121,-0.27273,-0.060606,-0.030303,-0.15152,-0.090909,-0.21212,-0.090909,-0.21212,0.030303,-0.12121,-0.060606,0.030303,0.060606,0,0.030303,-0.15152,0.27273,-0.18182,-0.090909,0,-0.15152,-0.18182,-0.45455,0.18182,0,0,-0.030303,-0.030303,0.36364,0.12121,0.33333,0.090909,0.090909,0,-0.12121,0.33333,-0.45455,0.12121,-0.060606,-0.15152,-0.33333,-0.090909,0.030303,-0.060606,0.090909,0.21212,0.51515,-0.30303,0.18182,0.090909,0.12121,-0.15152,-0.42424,0.060606,0.18182,0.18182,-0.30303,-0.060606,-0.33333,0.18182,-0.36364,-0.12121,-0.24242,0.090909,-0.21212,-0.12121,-0.21212,-0.12121,0.030303,-0.27273,-0.30303,-0.27273,-0.060606,-0.18182,-0.42424,-0.18182,0.030303,-0.54545,0.15152,0.060606,0.21212,-0.060606,-0.15152,-0.24242,-0.15152,0,0.060606,0.060606,0.45455,-0.030303,0.15152,0.12121,-0.15152,0.15152,-0.030303,0.060606,0.21212,-0.24242,-0.030303,0.12121,0.060606,0.12121,0.36364,0,0.18182,0.090909,-0.27273,-0.27273,-0.12121,-0.12121,-0.060606,-0.33333,-0.12121,0.18182,-0.21212,0.090909,-0.24242,-0.30303,0.21212,-0.060606,0.030303,-0.33333,-0.24242,-0.090909,0.18182,0,-0.15152,0.18182,0.21212,-0.060606,0.090909,0.21212,0.24242,-0.24242,0.30303,0.12121,0.24242,0.54545,-0.21212,-0.21212,0.21212,-0.12121,0.060606,0.18182,0.21212,-0.030303,-0.060606,0.27273,-0.12121,0.21212,0.060606,0.12121,-0.030303,0.45455,-0.060606,0.18182,-0.24242,0.030303,0.12121,-0.12121,-0.21212,0.21212,-0.060606,-0.33333,-0.24242,-0.27273,0.21212,0.33333,0.060606,0,-0.39394,-0.33333,-0.21212,-0.090909,-0.18182,0,-0.33333,0.18182,-0.33333,0.27273,0.21212,0.030303,-0.24242,-0.060606,0,0.030303,0.36364,0.18182,-0.060606,-0.090909,0.30303,0.24242,-0.15152,-0.15152,-0.030303,-0.15152,0.090909,-0.060606,0.18182,0.12121,0.33333,0.12121,-0.21212,0.12121,0.030303,0.030303,-0.15152,0.21212,0.12121,0,0.18182,0.39394,-0.030303,0.27273,0.45455,0.54545,0.48485,-0.090909,0.51515,-0.12121,-0.12121,0.090909,0.060606,-0.15152,0.30303,0.21212,-0.33333,0,0.21212,0,0.18182,-0.21212,-0.15152,-0.090909,0.42424,0.45455,-0.12121,-0.24242,-0.030303,0.27273,-0.060606,0.060606,0,0.090909,-0.21212,0.060606,-0.090909,0.090909,0.27273,0.030303,0.18182,-0.090909,0.060606,0,0,-0.060606,0,-0.27273,-0.30303,-0.030303,0.12121,-0.21212,0.24242,0.060606,0.18182,-0.12121,-0.090909,0,0.27273,-0.18182,0.24242,0.39394,0.15152,0.39394,-0.21212,0.27273,0.18182,0.090909,0.060606,-0.30303,0.090909,0.36364,0.12121,0.18182,0.030303,0.15152,-0.090909,0,0.060606,-0.24242,0.12121,0.090909,0.060606,-0.030303,0.18182,0.15152,0.060606,0.090909,0.090909,-0.090909,-0.27273,-0.15152,-0.21212,-0.090909,0.24242,-0.24242,-0.33333,-0.18182,0.15152,0.15152,0.24242,0.030303,-0.24242,0.030303,-0.21212,0,0.12121,-0.24242,0.36364,0.15152,-0.030303,0.18182,0.12121,0.24242,-0.030303,-0.39394,0.45455,0.33333,0.21212,-0.30303,0.060606,-0.12121,0.15152,0.12121,-0.18182,0.030303,0.060606,0.12121,0.030303,0.15152,-0.060606,-0.27273,-0.30303,0.030303,-0.24242,0.24242,-0.18182,0.18182,0.18182,-0.030303,-0.27273,-0.33333,0.15152,-0.27273,0.24242,-0.090909,-0.33333,-0.060606,0.030303,-0.15152,0.060606,-0.30303,0.060606,-0.15152,0.060606,-0.12121,0.090909,-0.12121,-0.060606,-0.12121,0.24242,0.21212,-0.27273,0.18182,-0.090909,-0.12121,0.060606,-0.060606,0.090909,-0.27273,-0.12121,0.24242,0.030303,0.30303,0.33333,-0.12121,-0.30303,-0.090909,0.090909,0.48485,0.12121,0.060606,0.21212,-0.090909,-0.27273,-0.21212,0.060606,0.45455,0.12121,-0.030303,-0.15152,-0.060606,0.24242,0.30303,-0.21212,0.15152,0.090909,0.18182,-0.18182,-0.060606,0.27273,0.18182,-0.15152,0,0.090909,0.36364,0.21212
