"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8"
"213",-7.8888,-1.094,-1.9667,0.95013,-2.5718,0.9052,-0.75225,2.8028e-15
"215",3.9597,0.07479,-3.0658,-2.8973,1.2201,-0.24362,-0.88309,2.5983e-15
"217",-6.1585,1.0037,1.7198,-0.77066,2.3,2.1045,0.15893,2.5997e-15
"218",-7.072,0.23986,0.6397,-0.37161,0.49914,-2.8664,0.79763,1.9811e-15
"207",4.1585,4.6279,-0.57953,2.1727,-0.33126,-0.0786,0.055282,1.5396e-15
"208",4.3401,-0.34164,3.2055,-1.2745,-1.767,-0.26446,-1.6016,1.6628e-15
"209",4.7141,-1.3148,0.066915,-0.72769,-1.2353,0.67723,2.7646,2.2378e-15
"243",3.9468,-3.1959,-0.01977,2.9189,1.8861,-0.23387,-0.53944,1.5617e-15
